G2B_목록번호,G2B_목록명,물품고유번호,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,출력상태,승인상태,취득정리구분,운용부서코드,비고,운용확정일자
4321150724355228,데스크톱컴퓨터,M202406009,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-28
4321150724355228,데스크톱컴퓨터,M202406010,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-27
4321150724355228,데스크톱컴퓨터,M202406011,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-28
4321150724355228,데스크톱컴퓨터,M202406012,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-18
4321150724355228,데스크톱컴퓨터,M202406013,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-31
4321150724355228,데스크톱컴퓨터,M202406014,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-24
4321150724355228,데스크톱컴퓨터,M202406015,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-21
4321150724355228,데스크톱컴퓨터,M202406016,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-29
4321150724355228,데스크톱컴퓨터,M202406017,ERICA,2024-06-29,83731000,2024-07-10,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(2호관) 구축용,2024-07-25
4321150724355228,데스크톱컴퓨터,M201806018,ERICA,2018-06-11,2523000,2018-06-25,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,전산 실습실 고정형 PC,2018-07-06
4321150724355228,데스크톱컴퓨터,M202406019,ERICA,2024-03-25,13040000,2024-03-31,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2024-04-14
4321150724355228,데스크톱컴퓨터,M202406020,ERICA,2024-03-25,13040000,2024-03-31,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2024-04-16
4321150724355228,데스크톱컴퓨터,M202406021,ERICA,2024-03-25,13040000,2024-03-31,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2024-04-20
4321150724355228,데스크톱컴퓨터,M202406022,ERICA,2024-03-25,13040000,2024-03-31,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2024-04-18
4321150724355228,데스크톱컴퓨터,M201906023,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-18
4321150724355228,데스크톱컴퓨터,M201906024,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-14
4321150724355228,데스크톱컴퓨터,M201906025,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-07
4321150724355228,데스크톱컴퓨터,M201906026,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-10
4321150724355228,데스크톱컴퓨터,M201906027,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-13
4321150724355228,데스크톱컴퓨터,M201906028,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-19
4321150724355228,데스크톱컴퓨터,M201906029,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-15
4321150724355228,데스크톱컴퓨터,M201906030,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-15
4321150724355228,데스크톱컴퓨터,M201906031,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-18
4321150724355228,데스크톱컴퓨터,M201906032,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-23
4321150724355228,데스크톱컴퓨터,M201906033,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-19
4321150724355228,데스크톱컴퓨터,M201906034,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-08
4321150724355228,데스크톱컴퓨터,M201906035,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),불용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-17
4321150724355228,데스크톱컴퓨터,M201906036,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-07
4321150724355228,데스크톱컴퓨터,M201906037,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-13
4321150724355228,데스크톱컴퓨터,M201906038,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-25
4321150724355228,데스크톱컴퓨터,M201906039,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-28
4321150724355228,데스크톱컴퓨터,M201906040,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-20
4321150724355228,데스크톱컴퓨터,M201906041,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-15
4321150724355228,데스크톱컴퓨터,M201906042,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-24
4321150724355228,데스크톱컴퓨터,M201906043,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-15
4321150724355228,데스크톱컴퓨터,M201906044,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-23
4321150724355228,데스크톱컴퓨터,M201906045,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-17
4321150724355228,데스크톱컴퓨터,M201906046,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-09
4321150724355228,데스크톱컴퓨터,M201906047,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-21
4321150724355228,데스크톱컴퓨터,M201906048,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-22
4321150724355228,데스크톱컴퓨터,M201906049,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-19
4321150724355228,데스크톱컴퓨터,M201906050,ERICA,2019-04-22,80640000,2019-05-01,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2019-05-12
4321150724355228,데스크톱컴퓨터,M202406051,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-11-06
4321150724355228,데스크톱컴퓨터,M202406052,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-29
4321150724355228,데스크톱컴퓨터,M202406053,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-29
4321150724355228,데스크톱컴퓨터,M202406054,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-24
4321150724355228,데스크톱컴퓨터,M202406055,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-30
4321150724355228,데스크톱컴퓨터,M202406056,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-11-03
4321150724355228,데스크톱컴퓨터,M202406057,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-20
4321150724355228,데스크톱컴퓨터,M202406058,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-20
4321150724355228,데스크톱컴퓨터,M202406059,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-28
4321150724355228,데스크톱컴퓨터,M202406060,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-29
4321150724355228,데스크톱컴퓨터,M202406061,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-26
4321150724355228,데스크톱컴퓨터,M202406062,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-30
4321150724355228,데스크톱컴퓨터,M202406063,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-25
4321150724355228,데스크톱컴퓨터,M202406064,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-11-02
4321150724355228,데스크톱컴퓨터,M202406065,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-11-06
4321150724355228,데스크톱컴퓨터,M202406066,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-20
4321150724355228,데스크톱컴퓨터,M202406067,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-27
4321150724355228,데스크톱컴퓨터,M202406068,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-29
4321150724355228,데스크톱컴퓨터,M202406069,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-11-07
4321150724355228,데스크톱컴퓨터,M202406070,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-31
4321150724355228,데스크톱컴퓨터,M202406071,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-21
4321150724355228,데스크톱컴퓨터,M202406072,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-11-10
4321150724355228,데스크톱컴퓨터,M202406073,ERICA,2024-10-06,69092000,2024-10-14,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(5호관) 구축용,2024-10-26
4321150724355228,데스크톱컴퓨터,M201606074,ERICA,2016-05-08,5348000,2016-05-18,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,,2016-05-24
4321150724355228,데스크톱컴퓨터,M201606075,ERICA,2016-05-08,5348000,2016-05-18,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,,2016-06-05
4321150724355228,데스크톱컴퓨터,M202106076,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-05
4321150724355228,데스크톱컴퓨터,M202106077,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),취득,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,
4321150724355228,데스크톱컴퓨터,M202106078,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-23
4321150724355228,데스크톱컴퓨터,M202106079,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),취득,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,
4321150724355228,데스크톱컴퓨터,M202106080,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-29
4321150724355228,데스크톱컴퓨터,M202106081,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-18
4321150724355228,데스크톱컴퓨터,M202106082,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-21
4321150724355228,데스크톱컴퓨터,M202106083,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-20
4321150724355228,데스크톱컴퓨터,M202106084,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-25
4321150724355228,데스크톱컴퓨터,M202106085,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-21
4321150724355228,데스크톱컴퓨터,M202106086,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-23
4321150724355228,데스크톱컴퓨터,M202106087,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-25
4321150724355228,데스크톱컴퓨터,M202106088,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-31
4321150724355228,데스크톱컴퓨터,M202106089,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-15
4321150724355228,데스크톱컴퓨터,M202106090,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-01
4321150724355228,데스크톱컴퓨터,M202106091,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-01
4321150724355228,데스크톱컴퓨터,M202106092,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-01
4321150724355228,데스크톱컴퓨터,M202106093,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-01
4321150724355228,데스크톱컴퓨터,M202106094,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-29
4321150724355228,데스크톱컴퓨터,M202106095,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-05
4321150724355228,데스크톱컴퓨터,M202106096,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-31
4321150724355228,데스크톱컴퓨터,M202106097,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-05
4321150724355228,데스크톱컴퓨터,M202106098,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-01
4321150724355228,데스크톱컴퓨터,M202106099,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-27
4321150724355228,데스크톱컴퓨터,M202106100,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-04
4321150724355228,데스크톱컴퓨터,M202106101,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-31
4321150724355228,데스크톱컴퓨터,M202106102,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-24
4321150724355228,데스크톱컴퓨터,M202106103,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-19
4321150724355228,데스크톱컴퓨터,M202106104,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-20
4321150724355228,데스크톱컴퓨터,M202106105,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-01
4321150724355228,데스크톱컴퓨터,M202106106,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-01
4321150724355228,데스크톱컴퓨터,M202106107,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-02-07
4321150724355228,데스크톱컴퓨터,M202106108,ERICA,2021-12-28,100135000,2022-01-11,,반납,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-30
4321150724355228,데스크톱컴퓨터,M202106109,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-23
4321150724355228,데스크톱컴퓨터,M202106110,ERICA,2021-12-28,100135000,2022-01-11,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,실습실(1호관) 구축용,2022-01-27
4321150724355228,데스크톱컴퓨터,M201606111,ERICA,2016-03-23,2632000,2016-03-26,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,,2016-04-03
4321150724355228,데스크톱컴퓨터,M202306112,ERICA,2023-01-20,10844000,2023-02-03,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,,2023-02-16
4321150724355228,데스크톱컴퓨터,M202306113,ERICA,2023-01-20,10844000,2023-02-03,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,,2023-02-21
4321150724355228,데스크톱컴퓨터,M202306114,ERICA,2023-01-20,10844000,2023-02-03,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,,2023-02-15
4321150724355228,데스크톱컴퓨터,M202306115,ERICA,2023-01-20,10844000,2023-02-03,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,,2023-02-25
4321150724355228,데스크톱컴퓨터,M201906116,ERICA,2019-06-03,11228000,2019-06-13,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,전산 실습실 고정형 PC,2019-06-21
4321150724355228,데스크톱컴퓨터,M201906117,ERICA,2019-06-03,11228000,2019-06-13,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,전산 실습실 고정형 PC,2019-06-19
4321150724355228,데스크톱컴퓨터,M201906118,ERICA,2019-06-03,11228000,2019-06-13,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,전산 실습실 고정형 PC,2019-07-07
4321150724355228,데스크톱컴퓨터,M201906119,ERICA,2019-06-03,11228000,2019-06-13,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,전산 실습실 고정형 PC,2019-07-03
4321150724355228,데스크톱컴퓨터,M202406120,ERICA,2024-11-11,2954000,2024-11-19,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,,2024-11-30
4321150724355228,데스크톱컴퓨터,M201906121,ERICA,2019-02-28,10984000,2019-03-09,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,연구실 분석 업무용,2019-04-06
4321150724355228,데스크톱컴퓨터,M201906122,ERICA,2019-02-28,10984000,2019-03-09,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,연구실 분석 업무용,2019-03-25
4321150724355228,데스크톱컴퓨터,M201906123,ERICA,2019-02-28,10984000,2019-03-09,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,연구실 분석 업무용,2019-03-30
4321150724355228,데스크톱컴퓨터,M201906124,ERICA,2019-02-28,10984000,2019-03-09,공학대학RC행정팀(ERICA),처분,5,미출력,확정,자체구입,C352,연구실 분석 업무용,2019-03-28
4321150724355228,데스크톱컴퓨터,M202506125,ERICA,2025-06-30,9348000,2025-07-06,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,전산 실습실 고정형 PC,2025-07-29
4321150724355228,데스크톱컴퓨터,M202506126,ERICA,2025-06-30,9348000,2025-07-06,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,전산 실습실 고정형 PC,2025-07-20
4321150724355228,데스크톱컴퓨터,M202506127,ERICA,2025-06-30,9348000,2025-07-06,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,전산 실습실 고정형 PC,2025-07-21
4321150724355228,데스크톱컴퓨터,M201706128,ERICA,2017-07-23,5836000,2017-08-03,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2017-08-25
4321150724355228,데스크톱컴퓨터,M201706129,ERICA,2017-07-23,5836000,2017-08-03,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2017-08-24
4321150724355228,데스크톱컴퓨터,M202306130,ERICA,2023-08-12,11708000,2023-08-16,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,행정 업무용 데스크톱,2023-08-27
4321150724355228,데스크톱컴퓨터,M202306131,ERICA,2023-08-12,11708000,2023-08-16,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2023-09-03
4321150724355228,데스크톱컴퓨터,M202306132,ERICA,2023-08-12,11708000,2023-08-16,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2023-09-01
4321150724355228,데스크톱컴퓨터,M202306133,ERICA,2023-08-12,11708000,2023-08-16,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,행정 업무용 데스크톱,2023-09-07
4321150724355228,데스크톱컴퓨터,M201706134,ERICA,2017-06-03,10436000,2017-06-14,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,,2017-07-03
4321150724355228,데스크톱컴퓨터,M201706135,ERICA,2017-06-03,10436000,2017-06-14,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,,2017-06-26
4321150724355228,데스크톱컴퓨터,M201706136,ERICA,2017-06-03,10436000,2017-06-14,공학대학RC행정팀(ERICA),처분,5,미출력,확정,자체구입,C352,,2017-06-22
4321150724355228,데스크톱컴퓨터,M201706137,ERICA,2017-06-03,10436000,2017-06-14,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,,2017-06-30
4321150724355228,데스크톱컴퓨터,M202306138,ERICA,2023-08-24,6182000,2023-09-02,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,,2023-09-21
4321150724355228,데스크톱컴퓨터,M202306139,ERICA,2023-08-24,6182000,2023-09-02,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,,2023-09-15
4321150724355228,데스크톱컴퓨터,M201806140,ERICA,2018-06-21,8298000,2018-06-25,공학대학RC행정팀(ERICA),처분,5,출력,확정,자체구입,C352,행정 업무용 데스크톱,2018-07-08
4321150724355228,데스크톱컴퓨터,M201806141,ERICA,2018-06-21,8298000,2018-06-25,공학대학RC행정팀(ERICA),처분,5,미출력,확정,자체구입,C352,행정 업무용 데스크톱,2018-07-15
4321150724355228,데스크톱컴퓨터,M201806142,ERICA,2018-06-21,8298000,2018-06-25,공학대학RC행정팀(ERICA),운용,5,미출력,확정,자체구입,C352,행정 업무용 데스크톱,2018-07-11
4321150724355228,데스크톱컴퓨터,M202406143,ERICA,2024-06-29,15435000,2024-07-08,,처분,5,출력,확정,자체구입,C352,연구실 분석 업무용,2024-07-25
4321150724355228,데스크톱컴퓨터,M202406144,ERICA,2024-06-29,15435000,2024-07-08,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,연구실 분석 업무용,2024-07-27
4321150724355228,데스크톱컴퓨터,M202406145,ERICA,2024-06-29,15435000,2024-07-08,공학대학RC행정팀(ERICA),취득,5,미출력,확정,자체구입,C352,연구실 분석 업무용,
4321150724355228,데스크톱컴퓨터,M202406146,ERICA,2024-06-29,15435000,2024-07-08,공학대학RC행정팀(ERICA),운용,5,출력,확정,자체구입,C352,연구실 분석 업무용,2024-07-20
