불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2023-01-29,2023-02-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M201703283,2017-11-10,2200000,2017-11-24,,불용,5,폐품,고장/파손
2023-08-04,2023-08-31,badbergjr,박대리,확정,4321190224407366,액정모니터,M201703284,2017-11-10,2200000,2017-11-24,,불용,5,폐품,고장/파손
2024-03-17,2024-04-15,badbergjr,박대리,확정,4321190224407366,액정모니터,M201703285,2017-11-10,2200000,2017-11-24,,불용,5,폐품,고장/파손
2023-08-08,2023-09-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803290,2018-06-21,2665000,2018-06-28,,불용,5,불용품,수리비용과다
2025-05-28,2025-06-17,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803292,2018-06-21,2665000,2018-06-28,,불용,5,불용품,노후화(성능저하)
2017-03-10,2017-03-28,badbergjr,박대리,확정,4321190224407366,액정모니터,M201603296,2016-05-04,2685000,2016-05-10,,불용,5,중고품,활용부서부재
2025-07-18,2025-08-13,badbergjr,박대리,확정,4321190224407366,액정모니터,M201603297,2016-05-04,2685000,2016-05-10,,불용,5,불용품,노후화(성능저하)
2022-08-21,2022-09-19,badbergjr,박대리,확정,4321190224407366,액정모니터,M201603298,2016-05-04,2685000,2016-05-10,,불용,5,불용품,노후화(성능저하)
2023-07-28,2023-08-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201603299,2016-05-04,2685000,2016-05-10,,불용,5,폐품,고장/파손
2025-09-06,2025-09-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803305,2018-10-18,540000,2018-10-24,,불용,5,폐품,고장/파손
2025-06-08,2025-07-01,badbergjr,박대리,확정,4321190224407366,액정모니터,M201703311,2017-08-26,520000,2017-09-03,,불용,5,불용품,수리비용과다
2025-01-03,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201903316,2019-02-17,2490000,2019-02-28,,운용,5,불용품,노후화(성능저하)
2019-04-13,2019-05-04,badbergjr,박대리,확정,4321190224407366,액정모니터,M201903317,2019-02-17,2490000,2019-02-28,,불용,5,중고품,공용전환
2023-05-14,2023-05-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M201903318,2019-02-17,2490000,2019-02-28,,불용,5,불용품,노후화(성능저하)
2021-09-09,2021-09-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M201503320,2015-06-17,1401000,2015-06-24,,불용,5,불용품,수리비용과다
2024-03-13,2024-04-11,badbergjr,박대리,확정,4321190224407366,액정모니터,M201503321,2015-06-17,1401000,2015-06-24,,불용,5,폐품,고장/파손
2022-09-22,2022-10-14,badbergjr,박대리,확정,4321190224407366,액정모니터,M201503322,2015-06-17,1401000,2015-06-24,,불용,5,불용품,수리비용과다
2025-05-12,2025-05-29,badbergjr,박대리,확정,4321190224407366,액정모니터,M201903324,2019-07-09,1110000,2019-07-21,,불용,5,불용품,수리비용과다
2024-10-18,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201603328,2016-08-04,2260000,2016-08-07,,운용,5,폐품,고장/파손
2021-09-11,2021-10-09,badbergjr,박대리,확정,4321190224407366,액정모니터,M201603329,2016-08-04,2260000,2016-08-07,,불용,5,불용품,수리비용과다
2022-08-26,2022-09-24,badbergjr,박대리,확정,4321190224407366,액정모니터,M201603330,2016-08-04,2260000,2016-08-07,,불용,5,폐품,고장/파손
2025-04-13,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201603331,2016-08-04,2260000,2016-08-07,,운용,5,불용품,노후화(성능저하)
2025-11-24,2025-12-08,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803336,2018-12-07,1932000,2018-12-16,,불용,5,불용품,수리비용과다
2023-09-13,2023-10-08,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803337,2018-12-07,1932000,2018-12-16,,불용,5,불용품,수리비용과다
2026-02-08,2026-02-08,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803338,2018-12-07,1932000,2018-12-16,,불용,5,불용품,수리비용과다
2022-08-04,2022-08-31,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803339,2018-12-07,1932000,2018-12-16,,불용,5,불용품,노후화(성능저하)
2021-06-25,2021-07-15,badbergjr,박대리,확정,4321190224407366,액정모니터,M201603345,2016-08-27,1443000,2016-09-04,,불용,5,불용품,수리비용과다
2026-01-23,,badbergjr,박대리,반려,4321190224407366,액정모니터,M201603346,2016-08-27,1443000,2016-09-04,,운용,5,불용품,수리비용과다
2024-01-15,2024-02-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M201603347,2016-08-27,1443000,2016-09-04,,불용,5,불용품,수리비용과다
2025-01-22,2025-02-06,badbergjr,박대리,확정,4321190224407366,액정모니터,M202303348,2023-03-06,2710000,2023-03-18,,불용,5,불용품,수리비용과다
2025-04-30,,badbergjr,박대리,대기,4321190224407366,액정모니터,M202303350,2023-03-06,2710000,2023-03-18,,반납,5,중고품,공용전환
2024-01-06,,badbergjr,박대리,반려,4321190224407366,액정모니터,M201603353,2016-05-10,530000,2016-05-13,,운용,5,폐품,고장/파손
2026-02-05,2026-02-08,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803355,2018-11-13,1032000,2018-11-20,,불용,5,불용품,노후화(성능저하)
2024-04-26,2024-05-22,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803356,2018-11-13,1032000,2018-11-20,,불용,5,불용품,노후화(성능저하)
2023-12-19,2024-01-10,badbergjr,박대리,확정,4321190224407366,액정모니터,M201703358,2017-11-23,1152000,2017-11-26,,불용,5,폐품,고장/파손
2025-02-05,2025-03-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M201703359,2017-11-23,1152000,2017-11-26,,불용,5,불용품,노후화(성능저하)
2026-01-01,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201803363,2018-04-09,1488000,2018-04-22,,운용,5,불용품,수리비용과다
2024-09-04,2024-10-03,badbergjr,박대리,확정,4321190224407366,액정모니터,M201903369,2019-01-16,1725000,2019-01-24,,불용,5,불용품,수리비용과다
2025-05-21,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201903371,2019-01-16,1725000,2019-01-24,,운용,5,불용품,수리비용과다
2025-01-03,,badbergjr,박대리,대기,4321190224407366,액정모니터,M202403374,2024-04-23,3030000,2024-05-05,,반납,5,중고품,활용부서부재
2025-10-17,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201903378,2019-11-13,2830000,2019-11-23,,반납,5,신품,활용부서부재
2025-05-28,2025-06-25,badbergjr,박대리,확정,4321190224407366,액정모니터,M201903379,2019-11-13,2830000,2019-11-23,,불용,5,폐품,고장/파손
2020-08-01,2020-08-21,badbergjr,박대리,확정,4321190224407366,액정모니터,M201903381,2019-11-13,2830000,2019-11-23,,불용,5,중고품,공용전환
2023-12-29,2024-01-20,badbergjr,박대리,확정,4321190224407366,액정모니터,M201803382,2018-07-07,514000,2018-07-21,,불용,5,불용품,노후화(성능저하)
2024-03-10,2024-03-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M201903387,2019-02-19,1764000,2019-03-01,,불용,5,불용품,노후화(성능저하)
2025-12-09,,badbergjr,박대리,대기,4321210523858386,레이저프린터,M201603393,2016-12-28,13156000,2017-01-11,,운용,6,불용품,수리비용과다
2024-09-06,2024-10-04,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201603394,2016-12-28,13156000,2017-01-11,,불용,6,불용품,수리비용과다
2021-01-04,2021-01-27,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201603395,2016-12-28,13156000,2017-01-11,,불용,6,폐품,고장/파손
2023-02-13,2023-03-07,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201603396,2016-12-28,13156000,2017-01-11,,불용,6,폐품,고장/파손
2025-05-23,2025-06-12,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201703401,2017-04-07,7054000,2017-04-21,,불용,6,폐품,고장/파손
2024-10-20,,badbergjr,박대리,대기,4321210523858386,레이저프린터,M201703402,2017-04-07,7054000,2017-04-21,,운용,6,폐품,고장/파손
2024-06-06,2024-06-27,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201703407,2017-04-10,7194000,2017-04-13,,불용,6,불용품,수리비용과다
2023-08-07,2023-09-04,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201703408,2017-04-10,7194000,2017-04-13,,불용,6,폐품,고장/파손
2025-01-31,2025-02-15,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201703411,2017-10-08,3613000,2017-10-22,,불용,6,불용품,노후화(성능저하)
2025-02-08,,badbergjr,박대리,대기,4321210523858386,레이저프린터,M202303415,2023-01-05,15972000,2023-01-19,,반납,6,중고품,공용전환
2021-11-24,2021-12-16,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201603416,2016-05-13,16520000,2016-05-23,,불용,6,불용품,노후화(성능저하)
2025-05-27,,badbergjr,박대리,대기,4321210523858386,레이저프린터,M201603417,2016-05-13,16520000,2016-05-23,,운용,6,불용품,노후화(성능저하)
2020-07-02,2020-07-24,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201603418,2016-05-13,16520000,2016-05-23,,불용,6,불용품,수리비용과다
2025-05-14,,badbergjr,박대리,대기,4321210523858386,레이저프린터,M201603419,2016-05-13,16520000,2016-05-23,,운용,6,폐품,고장/파손
2023-03-13,2023-04-03,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201603420,2016-05-13,16520000,2016-05-23,,불용,6,불용품,노후화(성능저하)
2025-01-18,2025-02-03,badbergjr,박대리,확정,4321171124204348,스캐너,M201903423,2019-03-17,5713000,2019-03-24,,불용,6,불용품,수리비용과다
2025-05-06,,badbergjr,박대리,대기,4322260923908131,네트워크라우터,M201903426,2019-10-10,2488000,2019-10-20,,운용,9,폐품,고장/파손
2020-04-23,2020-05-13,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201903427,2019-10-10,2488000,2019-10-20,,불용,9,중고품,공용전환
2025-10-05,2025-10-25,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201903428,2019-10-10,2488000,2019-10-20,,불용,9,불용품,수리비용과다
2024-09-15,2024-10-02,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201903429,2019-10-10,2488000,2019-10-20,,불용,9,불용품,수리비용과다
2025-07-31,2025-08-22,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201803430,2018-09-13,593000,2018-09-24,,불용,9,불용품,수리비용과다
2026-02-08,2026-02-08,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201803431,2018-06-25,2452000,2018-06-30,,불용,9,불용품,수리비용과다
2025-08-09,,badbergjr,박대리,대기,4322260923908131,네트워크라우터,M201803432,2018-06-25,2452000,2018-06-30,,운용,9,불용품,수리비용과다
2025-03-26,,badbergjr,박대리,대기,4322260923908131,네트워크라우터,M201803433,2018-06-25,2452000,2018-06-30,,운용,9,불용품,노후화(성능저하)
2025-12-17,2026-01-03,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201803434,2018-06-25,2452000,2018-06-30,,불용,9,폐품,고장/파손
2025-12-01,,badbergjr,박대리,대기,4320180323809899,하드디스크드라이브,M201603435,2016-11-17,17604000,2016-11-21,,운용,7,불용품,노후화(성능저하)
2023-08-08,2023-09-06,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201603436,2016-11-17,17604000,2016-11-21,,불용,7,불용품,노후화(성능저하)
2022-06-08,2022-06-29,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201603437,2016-11-17,17604000,2016-11-21,,불용,7,불용품,수리비용과다
2025-09-02,,badbergjr,박대리,대기,4320180323809899,하드디스크드라이브,M201703440,2017-11-09,10096000,2017-11-19,,운용,7,불용품,노후화(성능저하)
2022-10-12,2022-11-06,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201703441,2017-11-09,10096000,2017-11-19,,불용,7,폐품,고장/파손
2023-11-01,2023-11-19,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201903447,2019-01-03,21576000,2019-01-06,,불용,7,불용품,수리비용과다
2022-03-11,2022-04-02,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201903448,2019-01-03,21576000,2019-01-06,,불용,7,불용품,노후화(성능저하)
2021-12-17,2022-01-05,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201903449,2019-01-03,21576000,2019-01-06,,불용,7,불용품,노후화(성능저하)
2022-03-16,2022-04-02,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201903450,2019-01-03,21576000,2019-01-06,,불용,7,불용품,노후화(성능저하)
2021-12-24,2022-01-21,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201603453,2016-02-20,10460000,2016-03-04,,불용,7,불용품,노후화(성능저하)
2019-10-06,2019-10-30,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201603454,2016-02-20,10460000,2016-03-04,,불용,7,폐품,고장/파손
2024-10-02,,badbergjr,박대리,대기,4320180323809899,하드디스크드라이브,M201603460,2016-12-19,22860000,2016-12-29,,운용,7,불용품,수리비용과다
2025-01-12,,badbergjr,박대리,대기,4320180323809899,하드디스크드라이브,M201603461,2016-12-19,22860000,2016-12-29,,운용,7,불용품,수리비용과다
2020-12-21,2021-01-14,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201603462,2016-12-19,22860000,2016-12-29,,불용,7,불용품,노후화(성능저하)
2021-11-02,2021-12-01,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201603463,2016-12-19,22860000,2016-12-29,,불용,7,불용품,수리비용과다
2024-10-04,2024-10-26,badbergjr,박대리,확정,5610170325114372,책상,M201803473,2018-09-14,19869000,2018-09-21,,불용,9,폐품,고장/파손
2023-09-26,2023-10-11,badbergjr,박대리,확정,5610170325114372,책상,M201503478,2015-11-29,76314000,2015-12-05,,불용,9,불용품,수리비용과다
2023-07-10,2023-08-03,badbergjr,박대리,확정,5610170325114372,책상,M201503484,2015-11-29,76314000,2015-12-05,,불용,9,불용품,수리비용과다
2017-11-08,2017-12-06,badbergjr,박대리,확정,5610170325114372,책상,M201603529,2016-05-26,12242000,2016-05-30,,불용,9,중고품,공용전환
2024-02-08,2024-02-24,badbergjr,박대리,확정,5610170325114372,책상,M201503532,2015-06-03,17598000,2015-06-13,,불용,9,불용품,노후화(성능저하)
2022-08-04,2022-08-21,badbergjr,박대리,확정,5610170325114372,책상,M201503534,2015-06-03,17598000,2015-06-13,,불용,9,불용품,수리비용과다
2018-08-24,2018-09-09,badbergjr,박대리,확정,5610170325114372,책상,M201703554,2017-10-05,58790000,2017-10-11,,불용,9,중고품,활용부서부재
2025-10-22,,badbergjr,박대리,대기,5610170325114372,책상,M201703557,2017-10-05,58790000,2017-10-11,,반납,9,신품,활용부서부재
2025-03-02,,badbergjr,박대리,대기,5610170325114372,책상,M201703558,2017-10-05,58790000,2017-10-11,,반납,9,중고품,활용부서부재
2025-03-24,,badbergjr,박대리,대기,5610170325114372,책상,M201503563,2015-07-11,32635000,2015-07-23,,반납,9,신품,활용부서부재
2026-01-07,,badbergjr,박대리,대기,5610170325114372,책상,M201503565,2015-07-11,32635000,2015-07-23,,반납,9,신품,공용전환
2017-09-18,2017-10-02,badbergjr,박대리,확정,5610170325114372,책상,M201703570,2017-01-08,12842000,2017-01-20,,불용,9,중고품,공용전환
2025-09-10,,badbergjr,박대리,대기,5610170325114372,책상,M201603571,2016-10-01,201760000,2016-10-05,,운용,9,불용품,노후화(성능저하)
2024-09-04,2024-09-28,badbergjr,박대리,확정,5610170325114372,책상,M201603577,2016-10-01,201760000,2016-10-05,,불용,9,폐품,고장/파손
2017-10-14,2017-10-28,badbergjr,박대리,확정,5610170325114372,책상,M201603584,2016-10-01,201760000,2016-10-05,,불용,9,중고품,공용전환
2025-11-30,,badbergjr,박대리,대기,5610170325114372,책상,M201603586,2016-10-01,201760000,2016-10-05,,운용,9,불용품,노후화(성능저하)
2025-04-05,,badbergjr,박대리,대기,5610170325114372,책상,M201703603,2017-07-06,146146000,2017-07-16,,반납,9,중고품,활용부서부재
2017-09-20,2017-10-18,badbergjr,박대리,확정,5610170325114372,책상,M201703606,2017-07-06,146146000,2017-07-16,,불용,9,신품,공용전환
2018-08-17,2018-09-06,badbergjr,박대리,확정,5610170325114372,책상,M201703614,2017-07-06,146146000,2017-07-16,,불용,9,중고품,활용부서부재
2018-01-21,2018-02-18,badbergjr,박대리,확정,5610170325114372,책상,M201703622,2017-07-06,146146000,2017-07-16,,불용,9,중고품,활용부서부재
2017-11-19,2017-12-12,badbergjr,박대리,확정,5610170325114372,책상,M201703626,2017-07-06,146146000,2017-07-16,,불용,9,중고품,활용부서부재
2016-12-03,2016-12-27,badbergjr,박대리,확정,5610170325114372,책상,M201503637,2015-12-09,268558000,2015-12-17,,불용,9,신품,활용부서부재
2024-10-15,,badbergjr,박대리,대기,5610170325114372,책상,M201503640,2015-12-09,268558000,2015-12-17,,반납,9,신품,구형화
2016-03-05,2016-03-25,badbergjr,박대리,확정,5610170325114372,책상,M201503642,2015-12-09,268558000,2015-12-17,,불용,9,중고품,활용부서부재
2024-05-11,2024-06-09,badbergjr,박대리,확정,5610170325114372,책상,M201503654,2015-12-09,268558000,2015-12-17,,불용,9,폐품,고장/파손
2025-05-25,,badbergjr,박대리,반려,5610170325114372,책상,M201503655,2015-12-09,268558000,2015-12-17,,운용,9,불용품,수리비용과다
2016-04-17,2016-05-15,badbergjr,박대리,확정,5610170325114372,책상,M201503660,2015-12-09,268558000,2015-12-17,,불용,9,중고품,공용전환
2016-02-25,2016-03-16,badbergjr,박대리,확정,5610170325114372,책상,M201503664,2015-12-09,268558000,2015-12-17,,불용,9,중고품,활용부서부재
2016-01-13,,badbergjr,박대리,반려,5610170325114372,책상,M201503667,2015-12-09,268558000,2015-12-17,,반납,9,중고품,구형화
2020-02-13,2020-03-06,badbergjr,박대리,확정,5610170325114372,책상,M201903686,2019-11-24,193800000,2019-11-29,,불용,9,신품,활용부서부재
2025-01-01,,badbergjr,박대리,대기,5610170325114372,책상,M201903706,2019-11-24,193800000,2019-11-29,,반납,9,중고품,공용전환
2025-02-09,2025-03-08,badbergjr,박대리,확정,5610170325114372,책상,M201603789,2016-05-15,168480000,2016-05-29,,불용,9,불용품,노후화(성능저하)
2016-11-07,2016-11-24,badbergjr,박대리,확정,5610170325114372,책상,M201603796,2016-05-15,168480000,2016-05-29,,불용,9,중고품,공용전환
2025-05-07,2025-06-04,badbergjr,박대리,확정,5610170325114372,책상,M201503831,2015-03-14,16533000,2015-03-22,,불용,9,폐품,고장/파손
2025-04-25,,badbergjr,박대리,대기,5610170325114372,책상,M201803842,2018-11-25,193728000,2018-12-05,,반납,9,중고품,활용부서부재
2019-03-01,,badbergjr,박대리,반려,5610170325114372,책상,M201803848,2018-11-25,193728000,2018-12-05,,반납,9,중고품,활용부서부재
2019-04-10,2019-05-02,badbergjr,박대리,확정,5610170325114372,책상,M201803852,2018-11-25,193728000,2018-12-05,,불용,9,신품,공용전환
2019-08-06,2019-08-26,badbergjr,박대리,확정,5610170325114372,책상,M201803861,2018-11-25,193728000,2018-12-05,,불용,9,신품,활용부서부재
2016-10-24,2016-11-12,badbergjr,박대리,확정,5610170325114372,책상,M201603876,2016-04-22,316150000,2016-04-27,,불용,9,신품,활용부서부재
2016-06-24,2016-07-18,badbergjr,박대리,확정,5610170325114372,책상,M201603891,2016-04-22,316150000,2016-04-27,,불용,9,중고품,활용부서부재
2023-12-22,2024-01-13,badbergjr,박대리,확정,5610170325114372,책상,M201603894,2016-04-22,316150000,2016-04-27,,불용,9,불용품,수리비용과다
2022-10-09,2022-11-07,badbergjr,박대리,확정,5610170325114372,책상,M201603895,2016-04-22,316150000,2016-04-27,,불용,9,불용품,노후화(성능저하)
2026-01-27,,badbergjr,박대리,대기,5610170325114372,책상,M201603914,2016-04-22,316150000,2016-04-27,,운용,9,불용품,노후화(성능저하)
2016-08-24,2016-09-12,badbergjr,박대리,확정,5610170325114372,책상,M201603917,2016-04-22,316150000,2016-04-27,,불용,9,중고품,구형화
2024-06-18,2024-07-17,badbergjr,박대리,확정,5610170325114372,책상,M201603922,2016-11-08,29155000,2016-11-12,,불용,9,불용품,노후화(성능저하)
2017-07-23,2017-08-07,badbergjr,박대리,확정,5610170325114372,책상,M201603923,2016-11-08,29155000,2016-11-12,,불용,9,신품,공용전환
2025-04-05,,badbergjr,박대리,대기,5610170325114372,책상,M201903951,2019-09-22,27196000,2019-10-04,,운용,9,불용품,노후화(성능저하)
2020-04-18,2020-05-05,badbergjr,박대리,확정,5610170325114372,책상,M201903952,2019-09-22,27196000,2019-10-04,,불용,9,신품,활용부서부재
2024-06-09,2024-07-01,badbergjr,박대리,확정,5610170325114372,책상,M201503968,2015-01-17,113525000,2015-01-28,,불용,9,폐품,고장/파손
2026-01-03,,badbergjr,박대리,대기,5610170325114372,책상,M201503972,2015-01-17,113525000,2015-01-28,,반납,9,신품,구형화
2023-08-01,2023-08-27,badbergjr,박대리,확정,5610170325114372,책상,M201503973,2015-01-17,113525000,2015-01-28,,불용,9,불용품,노후화(성능저하)
2026-01-08,2026-02-04,badbergjr,박대리,확정,5610170325114372,책상,M201503994,2015-07-19,11896000,2015-07-24,,불용,9,불용품,노후화(성능저하)
2026-01-10,2026-01-28,badbergjr,박대리,확정,5610170325114372,책상,M201504006,2015-11-09,12538000,2015-11-12,,불용,9,불용품,노후화(성능저하)
2025-04-28,2025-05-26,badbergjr,박대리,확정,5610170325114372,책상,M201604014,2016-08-01,19458000,2016-08-12,,불용,9,불용품,노후화(성능저하)
2020-03-04,,badbergjr,박대리,반려,5610170325114372,책상,M201904040,2019-10-11,27588000,2019-10-18,,반납,9,중고품,활용부서부재
2025-03-27,,badbergjr,박대리,대기,5610170325114372,책상,M201804051,2018-04-05,296401000,2018-04-08,,반납,9,정비필요품,활용부서부재
2018-07-02,2018-07-26,badbergjr,박대리,확정,5610170325114372,책상,M201804058,2018-04-05,296401000,2018-04-08,,불용,9,중고품,공용전환
2018-06-01,,badbergjr,박대리,반려,5610170325114372,책상,M201804064,2018-04-05,296401000,2018-04-08,,반납,9,중고품,공용전환
2019-05-04,2019-05-18,badbergjr,박대리,확정,5610170325114372,책상,M201804065,2018-04-05,296401000,2018-04-08,,불용,9,신품,활용부서부재
2018-06-17,2018-07-11,badbergjr,박대리,확정,5610170325114372,책상,M201804080,2018-04-05,296401000,2018-04-08,,불용,9,신품,활용부서부재
2018-07-14,2018-08-09,badbergjr,박대리,확정,5610170325114372,책상,M201804088,2018-04-05,296401000,2018-04-08,,불용,9,중고품,활용부서부재
2025-11-18,,badbergjr,박대리,대기,5610170325114372,책상,M201804093,2018-08-28,98320000,2018-09-06,,반납,9,중고품,활용부서부재
2019-06-30,2019-07-19,badbergjr,박대리,확정,5610170325114372,책상,M201804098,2018-08-28,98320000,2018-09-06,,불용,9,중고품,구형화
2018-12-16,2019-01-05,badbergjr,박대리,확정,5610170325114372,책상,M201804099,2018-08-28,98320000,2018-09-06,,불용,9,중고품,구형화
2025-08-03,2025-08-23,badbergjr,박대리,확정,5610170325114372,책상,M201804104,2018-08-28,98320000,2018-09-06,,불용,9,폐품,고장/파손
2025-10-04,2025-10-25,badbergjr,박대리,확정,5610170325114372,책상,M201704111,2017-01-15,95742000,2017-01-24,,불용,9,불용품,노후화(성능저하)
2017-09-23,2017-10-21,badbergjr,박대리,확정,5610170325114372,책상,M201704117,2017-01-15,95742000,2017-01-24,,불용,9,신품,구형화
2025-07-05,2025-07-24,badbergjr,박대리,확정,5610170325114372,책상,M201704118,2017-01-15,95742000,2017-01-24,,불용,9,불용품,노후화(성능저하)
2017-09-09,2017-10-07,badbergjr,박대리,확정,5610170325114372,책상,M201704121,2017-01-15,95742000,2017-01-24,,불용,9,정비필요품,활용부서부재
2026-01-03,,badbergjr,박대리,대기,5610170325114372,책상,M201704127,2017-01-15,95742000,2017-01-24,,반납,9,신품,활용부서부재
2019-07-13,2019-08-12,badbergjr,박대리,확정,5610170325114372,책상,M201804168,2018-11-24,26704000,2018-12-06,,불용,9,중고품,활용부서부재
2025-03-15,,badbergjr,박대리,대기,5610170325114372,책상,M201804176,2018-10-06,226668000,2018-10-12,,반납,9,중고품,활용부서부재
2019-04-17,2019-05-08,badbergjr,박대리,확정,5610170325114372,책상,M201804182,2018-10-06,226668000,2018-10-12,,불용,9,신품,활용부서부재
2025-08-19,,badbergjr,박대리,대기,5610170325114372,책상,M201804194,2018-10-06,226668000,2018-10-12,,반납,9,중고품,공용전환
2025-07-13,,badbergjr,박대리,대기,5610170325114372,책상,M201804196,2018-10-06,226668000,2018-10-12,,운용,9,불용품,노후화(성능저하)
2023-08-14,2023-09-13,badbergjr,박대리,확정,5610170325114372,책상,M201504210,2015-02-15,32955000,2015-02-25,,불용,9,불용품,수리비용과다
2017-06-19,2017-07-11,badbergjr,박대리,확정,5610170325114372,책상,M201604219,2016-05-28,121066000,2016-06-03,,불용,9,정비필요품,활용부서부재
2024-10-23,2024-11-17,badbergjr,박대리,확정,5610170325114372,책상,M201604220,2016-05-28,121066000,2016-06-03,,불용,9,폐품,고장/파손
2025-12-23,,badbergjr,박대리,대기,5610170325114372,책상,M201604223,2016-05-28,121066000,2016-06-03,,운용,9,불용품,수리비용과다
2026-01-09,,badbergjr,박대리,대기,5610170325114372,책상,M201604225,2016-05-28,121066000,2016-06-03,,반납,9,중고품,공용전환
2016-11-06,2016-11-28,badbergjr,박대리,확정,5610170325114372,책상,M201604226,2016-05-28,121066000,2016-06-03,,불용,9,중고품,활용부서부재
2023-06-20,,badbergjr,박대리,반려,5610170325114372,책상,M201604228,2016-05-28,121066000,2016-06-03,,운용,9,불용품,노후화(성능저하)
2017-04-26,2017-05-16,badbergjr,박대리,확정,5610170325114372,책상,M201604231,2016-05-28,121066000,2016-06-03,,불용,9,정비필요품,구형화
2024-12-05,,badbergjr,박대리,대기,5610170325114372,책상,M201604232,2016-05-28,121066000,2016-06-03,,반납,9,신품,활용부서부재
2026-02-07,,badbergjr,박대리,대기,5610170325114372,책상,M201604236,2016-05-28,121066000,2016-06-03,,운용,9,불용품,노후화(성능저하)
2023-05-15,2023-06-03,badbergjr,박대리,확정,5610170325114372,책상,M201604240,2016-05-28,121066000,2016-06-03,,불용,9,불용품,수리비용과다
2016-07-29,2016-08-25,badbergjr,박대리,확정,5610170325114372,책상,M201504260,2015-12-08,256291000,2015-12-17,,불용,9,중고품,활용부서부재
2016-08-02,2016-08-22,badbergjr,박대리,확정,5610170325114372,책상,M201504264,2015-12-08,256291000,2015-12-17,,불용,9,신품,활용부서부재
2025-04-30,2025-05-28,badbergjr,박대리,확정,5610170325114372,책상,M201504269,2015-12-08,256291000,2015-12-17,,불용,9,폐품,고장/파손
2025-08-22,2025-09-07,badbergjr,박대리,확정,5610170325114372,책상,M201504271,2015-12-08,256291000,2015-12-17,,불용,9,불용품,노후화(성능저하)
2025-07-05,,badbergjr,박대리,대기,5610170325114372,책상,M201504274,2015-12-08,256291000,2015-12-17,,운용,9,불용품,노후화(성능저하)
2024-10-03,,badbergjr,박대리,대기,5610170325114372,책상,M201504279,2015-12-08,256291000,2015-12-17,,반납,9,정비필요품,활용부서부재
2023-03-04,2023-03-25,badbergjr,박대리,확정,5610170325114372,책상,M201504287,2015-12-08,256291000,2015-12-17,,불용,9,불용품,노후화(성능저하)
2025-07-04,2025-07-29,badbergjr,박대리,확정,5610170325114372,책상,M201504303,2015-12-08,256291000,2015-12-17,,불용,9,불용품,노후화(성능저하)
