G2B_목록번호,G2B_목록명,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량,승인상태,취득정리구분,운용부서코드,비고
4321150724158946,데스크톱컴퓨터,ERICA,2017-05-18,589000,2017-05-31,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2023-06-13,1962000,2023-06-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-03-26,14823000,2019-04-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,27,확정,자체구입,C354,실습실(1호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2023-11-08,2428000,2023-11-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체제작,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2015-01-21,2595000,2015-02-04,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2021-11-05,618000,2021-11-10,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2017-09-12,16128000,2017-09-18,소프트웨어융합대학RC행정팀(ERICA),취득,5,32,확정,자체구입,C354,실습실(1호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2024-06-15,2037000,2024-06-18,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2017-01-13,1172000,2017-01-23,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2021-09-06,613000,2021-09-16,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-08-24,1090000,2015-08-29,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2020-01-20,3060000,2020-01-27,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2024-05-01,2492000,2024-05-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-02-13,2124000,2019-02-18,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-08-04,1192000,2019-08-18,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,기증,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-04-20,2007000,2025-05-04,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-06-09,2204000,2018-06-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2024-10-14,2508000,,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,대기,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-01-15,1194000,2015-01-18,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2021-07-07,1120000,2021-07-16,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-06-19,1162000,2019-06-23,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2016-01-20,1204000,,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,반려,자체구입,C354,재고 활용 권고
4321150724158946,데스크톱컴퓨터,ERICA,2016-02-12,2148000,2016-02-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2021-04-07,19425000,2021-04-15,소프트웨어융합대학RC행정팀(ERICA),취득,5,35,확정,자체구입,C354,실습실(2호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2025-07-23,1743000,2025-07-30,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-12-26,1212000,2019-01-02,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-08-02,11920000,2025-08-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,20,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2018-09-23,17568000,2018-10-05,소프트웨어융합대학RC행정팀(ERICA),취득,5,32,확정,자체구입,C354,실습실(2호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2024-03-16,629000,2024-03-24,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2016-11-10,12975000,2016-11-13,소프트웨어융합대학RC행정팀(ERICA),취득,5,25,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2022-12-02,3135000,2022-12-15,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2019-11-14,1168000,2019-11-19,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,기증,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2024-06-27,20825000,2024-07-08,소프트웨어융합대학RC행정팀(ERICA),취득,5,35,확정,자체구입,C354,실습실(1호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2017-05-20,1170000,2017-05-23,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2023-01-14,1800000,2023-01-19,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-08-17,539000,2015-08-20,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-09-09,1262000,2019-09-15,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2025-05-19,20230000,2025-06-02,소프트웨어융합대학RC행정팀(ERICA),취득,5,34,확정,자체구입,C354,실습실(4호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2018-09-24,2720000,2018-10-01,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-07-02,2013000,2025-07-10,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2015-05-20,2068000,2015-05-29,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-07-05,2248000,2019-07-08,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-11-29,2052000,2025-12-08,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2017-02-17,564000,2017-02-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2022-06-04,1112000,2022-06-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2015-08-09,554000,2015-08-18,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2021-11-30,3115000,2021-12-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2017-09-08,1048000,2017-09-16,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2023-02-08,663000,2023-02-14,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2016-12-15,20140000,2016-12-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,38,확정,자체구입,C354,실습실(4호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2023-03-21,2905000,2023-04-03,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2015-10-24,1593000,2015-11-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2020-04-30,1650000,2020-05-04,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-08-18,578000,2025-08-30,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-12-27,624000,2019-01-01,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2023-02-19,2296000,2023-03-01,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2019-04-20,1128000,2019-04-27,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2023-06-04,2568000,2023-06-12,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-12-04,1042000,2018-12-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-04-30,3230000,2025-05-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-01-11,1164000,2015-01-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2021-04-02,1896000,2021-04-14,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2016-01-19,1626000,2016-01-25,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2022-07-27,10820000,2022-08-03,소프트웨어융합대학RC행정팀(ERICA),취득,5,20,확정,자체구입,C354,실습실(2호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2019-03-19,1254000,2019-03-23,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2025-01-23,2850000,2025-02-05,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-11-13,1194000,2015-11-25,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2021-02-23,1773000,2021-03-08,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2016-01-24,1058000,2016-01-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2020-11-17,1737000,2020-11-27,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-01-07,14237000,2025-01-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,23,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2019-09-09,2408000,2019-09-23,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2023-12-02,22815000,2023-12-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,39,확정,자체구입,C354,실습실(3호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2015-09-27,1136000,2015-10-10,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체제작,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2021-09-11,1758000,2021-09-15,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-01-01,596000,2015-01-10,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-11-28,1704000,2019-12-10,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2025-09-02,2930000,2025-09-15,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2019-07-04,533000,2019-07-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2024-01-06,2022000,2024-01-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-05-03,3105000,2019-05-06,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2023-09-12,21564000,2023-09-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,36,확정,자체구입,C354,실습실(4호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2015-08-09,2288000,2015-08-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2022-02-21,1188000,2022-03-06,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-06-28,1770000,2018-07-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2025-03-14,2034000,2025-03-19,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2015-01-05,2750000,2015-01-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2021-07-04,2532000,2021-07-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-12-18,20405000,2019-12-24,소프트웨어융합대학RC행정팀(ERICA),취득,5,35,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2025-04-27,23840000,2025-05-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,40,확정,자체제작,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2018-04-11,2412000,2018-04-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2022-12-01,1680000,2022-12-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-04-03,3040000,2018-04-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2025-03-04,670000,2025-03-14,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2016-05-16,11736000,2016-05-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,24,확정,자체구입,C354,실습실(1호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2020-11-14,1250000,2020-11-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2015-08-15,2104000,2015-08-29,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2021-07-16,2184000,2021-07-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-03-12,2545000,2015-03-25,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-02-25,1082000,2019-02-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-12-04,1854000,2025-12-08,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-08-04,11403000,2015-08-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,21,확정,자체구입,C354,실습실(4호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2020-05-28,3100000,2020-06-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-11-21,2935000,2025-12-02,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2017-11-28,1545000,2017-12-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2022-12-01,609000,2022-12-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-03-24,561000,2019-04-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-11-16,2572000,2025-11-24,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-06-15,609000,2018-06-24,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2024-05-30,2795000,2024-06-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2017-06-09,2160000,2017-06-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2022-07-07,1112000,2022-07-16,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,기증,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-04-14,1629000,2018-04-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2024-11-21,649000,,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,대기,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2018-12-22,10280000,2018-12-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,20,확정,기증,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2024-10-02,1800000,2024-10-14,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2017-06-20,2064000,2017-06-26,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2023-06-02,13624000,2023-06-13,소프트웨어융합대학RC행정팀(ERICA),취득,5,26,확정,자체구입,C354,실습실(4호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2018-01-24,2052000,2018-01-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2024-07-17,18784000,2024-07-20,소프트웨어융합대학RC행정팀(ERICA),취득,5,32,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2016-12-01,2625000,2016-12-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2023-03-09,1905000,2023-03-20,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2015-01-07,2665000,2015-01-10,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2020-08-07,3135000,2020-08-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2024-11-01,3105000,2024-11-08,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-08-06,2472000,2019-08-17,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2024-12-27,21528000,2025-01-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,39,확정,자체구입,C354,실습실(4호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2019-12-11,2432000,2019-12-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2019-05-25,1188000,2019-05-31,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,기증,C354,행정 업무용 데스크톱
4321150724158946,데스크톱컴퓨터,ERICA,2025-01-26,2925000,2025-02-06,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2019-12-19,2312000,2019-12-29,소프트웨어융합대학RC행정팀(ERICA),취득,5,4,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2025-03-06,2990000,2025-03-15,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,연구실 분석 업무용
4321150724158946,데스크톱컴퓨터,ERICA,2016-02-23,2715000,2016-02-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321150724158946,데스크톱컴퓨터,ERICA,2023-01-13,3350000,2023-01-19,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2019-11-11,531000,2019-11-16,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2023-12-26,634000,2024-01-02,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,전산 실습실 고정형 PC
4321150724158946,데스크톱컴퓨터,ERICA,2018-05-01,17226000,2018-05-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,29,확정,자체구입,C354,실습실(3호관) 구축용
4321150724158946,데스크톱컴퓨터,ERICA,2024-07-11,2900000,2024-07-14,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,전산 실습실 고정형 PC
4321190224407366,액정모니터,ERICA,2017-04-26,1515000,2017-05-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,연구실 다중 화면 구성용
4321190224407366,액정모니터,ERICA,2022-06-13,2880000,2022-06-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2016-06-18,488000,2016-06-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2020-12-07,592000,2020-12-14,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,연구실 다중 화면 구성용
4321190224407366,액정모니터,ERICA,2019-09-25,1608000,2019-10-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,전산 실습실 보조 모니터
4321190224407366,액정모니터,ERICA,2024-03-25,1104000,2024-04-07,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2017-04-19,1002000,2017-05-01,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,사무환경 개선용
4321190224407366,액정모니터,ERICA,2022-12-02,601000,2022-12-05,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,전산 실습실 보조 모니터
4321190224407366,액정모니터,ERICA,2019-08-15,1042000,2019-08-24,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2025-08-22,1172000,2025-08-28,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2017-03-17,1575000,2017-03-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2022-11-06,3065000,2022-11-16,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,사무환경 개선용
4321190224407366,액정모니터,ERICA,2018-03-01,567000,2018-03-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,기증,C354,
4321190224407366,액정모니터,ERICA,2024-07-28,2710000,2024-08-05,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2015-10-20,968000,2015-11-02,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2019-11-28,1593000,2019-12-04,소프트웨어융합대학RC행정팀(ERICA),취득,5,3,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2015-10-07,514000,2015-10-12,소프트웨어융합대학RC행정팀(ERICA),취득,5,1,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2022-05-14,2675000,2022-05-21,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2017-08-04,1130000,2017-08-09,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체제작,C354,
4321190224407366,액정모니터,ERICA,2023-06-06,3060000,2023-06-11,소프트웨어융합대학RC행정팀(ERICA),취득,5,5,확정,자체구입,C354,
4321190224407366,액정모니터,ERICA,2017-01-12,1042000,2017-01-22,소프트웨어융합대학RC행정팀(ERICA),취득,5,2,확정,자체구입,C354,연구실 다중 화면 구성용
