운용신청일자,등록일자,운용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,운용부서,사용자,신청구분,운용상태
2018-02-20,2018-02-20,,badbergjr,박대리,반려,5611210824917370,책상용콤비의자,M201804734,2018-02-13,1455000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,취득
2018-02-20,2018-02-20,2018-03-01,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201804735,2018-02-13,1455000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2018-02-25,2018-02-25,2018-02-28,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201804736,2018-02-13,1455000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-04-23,2017-04-23,2017-05-06,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201704737,2017-04-04,1404000,소프트웨어융합대학RC행정팀(ERICA),노후 집기 교체,신규운용,운용
2017-04-19,2017-04-19,2017-05-02,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201704738,2017-04-04,1404000,소프트웨어융합대학RC행정팀(ERICA),노후 집기 교체,신규운용,운용
2017-04-30,2017-04-30,2017-05-10,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201704739,2017-04-04,1404000,소프트웨어융합대학RC행정팀(ERICA),노후 집기 교체,신규운용,운용
2019-11-08,2019-11-08,2019-11-18,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201904740,2019-10-23,968000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-10-31,2019-10-31,2019-11-07,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201904741,2019-10-23,968000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2016-08-19,2016-08-19,2016-09-01,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604742,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-16,2016-08-16,2016-08-22,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604743,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-15,2016-08-15,2016-08-19,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604744,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-16,2016-08-16,2016-08-26,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604745,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-10,2016-08-10,2016-08-20,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604746,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-15,2016-08-15,2016-08-21,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604747,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-20,2016-08-20,2016-08-26,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604748,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-21,2016-08-21,2016-08-28,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604749,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-22,2016-08-22,2016-08-28,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604750,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-22,2016-08-22,2016-09-05,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604751,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-14,2016-08-14,2016-08-26,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604752,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-10,2016-08-10,2016-08-15,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604753,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-16,2016-08-16,2016-08-30,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604754,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-14,2016-08-14,2016-08-17,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604755,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-20,2016-08-20,2016-08-29,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604756,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-20,2016-08-20,2016-08-23,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604757,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-16,2016-08-16,2016-08-20,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604758,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-19,2016-08-19,2016-08-28,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604759,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-10,2016-08-10,2016-08-23,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604760,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-13,2016-08-13,2016-08-16,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604761,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-13,2016-08-13,2016-08-17,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604762,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-15,2016-08-15,2016-08-19,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604763,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-18,2016-08-18,2016-08-30,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604764,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-15,2016-08-15,2016-08-22,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604765,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-22,2016-08-22,2016-09-05,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604766,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-12,2016-08-12,2016-08-26,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604767,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-09,2016-08-09,2016-08-15,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604768,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-12,2016-08-12,2016-08-20,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604769,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-09,2016-08-09,2016-08-18,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604770,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-22,2016-08-22,2016-08-26,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604771,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-15,2016-08-15,2016-08-26,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604772,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-22,2016-08-22,2016-09-03,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604773,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-15,2016-08-15,2016-08-29,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604774,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-14,2016-08-14,2016-08-28,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604775,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-10,2016-08-10,2016-08-23,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604776,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-17,2016-08-17,2016-08-24,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604777,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-12,2016-08-12,2016-08-16,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604778,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-10,2016-08-10,2016-08-21,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604779,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-15,2016-08-15,2016-08-20,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604780,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-10,2016-08-10,2016-08-23,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604781,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-14,2016-08-14,2016-08-19,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604782,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2017-08-24,2017-08-24,2017-09-01,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604782,2016-07-28,21164000,공학대학RC행정팀(ERICA),사무환경 개선,재사용(1회차),운용
2016-08-19,2016-08-19,2016-08-31,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604783,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-14,2016-08-14,2016-08-28,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604784,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2016-08-10,2016-08-10,2016-08-16,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201604785,2016-07-28,21164000,소프트웨어융합대학RC행정팀(ERICA),사무환경 개선,신규운용,운용
2015-11-03,2015-11-03,2015-11-16,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504786,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-11,2015-11-11,2015-11-21,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504787,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-12,2015-11-12,2015-11-15,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504788,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-12,2015-11-12,2015-11-17,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504789,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-04,2015-11-04,2015-11-17,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504790,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-03,2015-11-03,2015-11-14,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504791,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-05,2015-11-05,2015-11-10,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504792,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-11,2015-11-11,2015-11-20,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504793,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-08,2015-11-08,2015-11-12,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504794,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-13,2015-11-13,2015-11-20,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504795,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-02,2015-11-02,2015-11-07,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504796,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-11,2015-11-11,2015-11-17,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504797,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-07,2015-11-07,2015-11-16,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504798,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-13,2015-11-13,2015-11-17,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504799,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-08,2015-11-08,2015-11-17,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504800,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-14,2015-11-14,2015-11-21,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504801,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-06,2015-11-06,2015-11-10,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504802,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-10,2015-11-10,2015-11-21,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504803,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2015-11-04,2015-11-04,2015-11-08,badbergjr,박대리,확정,5611210824917370,책상용콤비의자,M201504804,2015-10-24,8531000,소프트웨어융합대학RC행정팀(ERICA),강의실 환경개선 사업,신규운용,운용
2018-12-27,2018-12-27,2019-01-05,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201804805,2018-12-04,11504000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2015-09-20,2015-09-20,2015-10-01,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201504806,2015-08-28,10916000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2023-03-11,2023-03-11,2023-03-22,badbergjr,박대리,확정,5612179825616834,칠판보조장,M202304807,2023-02-20,32280000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2023-03-19,2023-03-19,2023-03-28,badbergjr,박대리,확정,5612179825616834,칠판보조장,M202304808,2023-02-20,32280000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2023-03-11,2023-03-11,2023-03-25,badbergjr,박대리,확정,5612179825616834,칠판보조장,M202304809,2023-02-20,32280000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-10-24,2019-10-24,2019-11-03,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904810,2019-10-02,35277000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-10-12,2019-10-12,2019-10-26,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904811,2019-10-02,35277000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-10-13,2019-10-13,2019-10-20,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904812,2019-10-02,35277000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-12-28,2019-12-28,2020-01-06,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904813,2019-12-16,58345000,소프트웨어융합대학RC행정팀(ERICA),강의실 기자재 보강,신규운용,운용
2020-01-04,2020-01-04,2020-01-11,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904814,2019-12-16,58345000,소프트웨어융합대학RC행정팀(ERICA),강의실 기자재 보강,신규운용,운용
2020-01-05,2020-01-05,2020-01-08,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904815,2019-12-16,58345000,소프트웨어융합대학RC행정팀(ERICA),강의실 기자재 보강,신규운용,운용
2019-12-27,2019-12-27,2020-01-06,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904816,2019-12-16,58345000,소프트웨어융합대학RC행정팀(ERICA),강의실 기자재 보강,신규운용,운용
2019-12-29,2019-12-29,2020-01-03,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904817,2019-12-16,58345000,소프트웨어융합대학RC행정팀(ERICA),강의실 기자재 보강,신규운용,운용
2018-10-20,2018-10-20,2018-10-31,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201804818,2018-10-08,11129000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2018-06-06,2018-06-06,2018-06-09,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201804819,2018-05-23,11116000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-06-03,2017-06-03,2017-06-11,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201704820,2017-05-17,22224000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-06-02,2017-06-02,2017-06-15,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201704821,2017-05-17,22224000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2025-09-18,2025-09-18,2025-09-29,badbergjr,박대리,확정,5612179825616834,칠판보조장,M202504822,2025-08-29,22906000,소프트웨어융합대학RC행정팀(ERICA),강의실 기자재 보강,신규운용,운용
2025-09-10,2025-09-10,2025-09-24,badbergjr,박대리,확정,5612179825616834,칠판보조장,M202504823,2025-08-29,22906000,소프트웨어융합대학RC행정팀(ERICA),강의실 기자재 보강,신규운용,운용
2019-08-16,2019-08-16,2019-08-26,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904824,2019-07-25,47708000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-08-14,2019-08-14,2019-08-17,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904825,2019-07-25,47708000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-08-18,2019-08-18,2019-08-31,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904826,2019-07-25,47708000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-08-16,2019-08-16,2019-08-19,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904827,2019-07-25,47708000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-07-11,2019-07-11,2019-07-22,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904828,2019-06-22,20216000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-07-07,2019-07-07,2019-07-21,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201904829,2019-06-22,20216000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2016-11-09,2016-11-09,2016-11-22,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201604830,2016-10-17,46652000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2016-11-07,2016-11-07,2016-11-20,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201604831,2016-10-17,46652000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2016-11-11,2016-11-11,2016-11-17,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201604832,2016-10-17,46652000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2016-11-10,2016-11-10,2016-11-24,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201604833,2016-10-17,46652000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-11-26,2017-11-26,2017-12-07,badbergjr,박대리,확정,5612179825616834,칠판보조장,M201604833,2016-10-17,46652000,소프트웨어융합대학RC행정팀(ERICA),,재사용(1회차),운용
2024-06-27,2024-06-27,2024-07-11,badbergjr,박대리,확정,5612179825616834,칠판보조장,M202404834,2024-06-12,23686000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2024-07-05,2024-07-05,2024-07-19,badbergjr,박대리,확정,5612179825616834,칠판보조장,M202404835,2024-06-12,23686000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-12-03,2017-12-03,2017-12-16,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201704836,2017-11-28,15725000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-12-14,2017-12-14,2017-12-23,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201704837,2017-11-28,15725000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-12-03,2017-12-03,2017-12-17,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201704838,2017-11-28,15725000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-12-07,2017-12-07,2017-12-18,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201704839,2017-11-28,15725000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2017-12-11,2017-12-11,2017-12-19,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201704840,2017-11-28,15725000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2024-02-09,2024-02-09,2024-02-17,badbergjr,박대리,확정,4512150422451201,디지털카메라,M202404841,2024-01-25,7400000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2024-02-08,2024-02-08,2024-02-20,badbergjr,박대리,확정,4512150422451201,디지털카메라,M202404842,2024-01-25,7400000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2016-07-13,2016-07-13,2016-07-21,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201604843,2016-06-24,10347000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2016-07-06,2016-07-06,2016-07-10,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201604844,2016-06-24,10347000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2016-07-10,2016-07-10,2016-07-18,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201604845,2016-06-24,10347000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2023-05-02,2023-05-02,2023-05-08,badbergjr,박대리,확정,4512150422451201,디지털카메라,M202304846,2023-04-15,3747000,소프트웨어융합대학RC행정팀(ERICA),홍보팀 촬영 지원,신규운용,운용
2018-01-29,2018-01-29,2018-02-09,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201804847,2018-01-15,9375000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2018-02-05,2018-02-05,2018-02-11,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201804848,2018-01-15,9375000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2018-02-08,2018-02-08,2018-02-18,badbergjr,박대리,확정,4512150422451201,디지털카메라,M201804849,2018-01-15,9375000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2023-02-05,2023-02-05,2023-02-10,badbergjr,박대리,확정,4512150422451201,디지털카메라,M202304850,2023-01-28,14272000,소프트웨어융합대학RC행정팀(ERICA),홍보팀 촬영 지원,신규운용,운용
2023-02-13,2023-02-13,2023-02-16,badbergjr,박대리,확정,4512150422451201,디지털카메라,M202304851,2023-01-28,14272000,소프트웨어융합대학RC행정팀(ERICA),홍보팀 촬영 지원,신규운용,운용
2023-02-10,2023-02-10,2023-02-20,badbergjr,박대리,확정,4512150422451201,디지털카메라,M202304852,2023-01-28,14272000,소프트웨어융합대학RC행정팀(ERICA),홍보팀 촬영 지원,신규운용,운용
2023-02-15,2023-02-15,2023-02-28,badbergjr,박대리,확정,4512150422451201,디지털카메라,M202304853,2023-01-28,14272000,소프트웨어융합대학RC행정팀(ERICA),홍보팀 촬영 지원,신규운용,운용
2019-05-31,2019-05-31,2019-06-11,badbergjr,박대리,확정,4410150322981022,세단기,M201904854,2019-05-13,1365000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-06-07,2019-06-07,2019-06-17,badbergjr,박대리,확정,4410150322981022,세단기,M201904855,2019-05-13,1365000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-05-28,2019-05-28,2019-06-10,badbergjr,박대리,확정,4410150322981022,세단기,M201904856,2019-05-13,1365000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-01-03,2019-01-03,2019-01-12,badbergjr,박대리,확정,4010190123120099,공기청정기,M201804857,2018-12-20,2448000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2019-01-02,2019-01-02,2019-01-14,badbergjr,박대리,확정,4010190123120099,공기청정기,M201804858,2018-12-20,2448000,소프트웨어융합대학RC행정팀(ERICA),,신규운용,운용
2025-06-22,2025-06-22,2025-06-27,badbergjr,박대리,확정,4010190123120099,공기청정기,M202504859,2025-06-05,3684000,소프트웨어융합대학RC행정팀(ERICA),사무실 환경 개선,신규운용,운용
2025-06-26,2025-06-26,2025-07-01,badbergjr,박대리,확정,4010190123120099,공기청정기,M202504860,2025-06-05,3684000,소프트웨어융합대학RC행정팀(ERICA),사무실 환경 개선,신규운용,운용
2025-06-21,2025-06-21,2025-07-01,badbergjr,박대리,확정,4010190123120099,공기청정기,M202504861,2025-06-05,3684000,소프트웨어융합대학RC행정팀(ERICA),사무실 환경 개선,신규운용,운용
2015-08-30,2015-08-30,2015-09-10,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201504862,2015-08-10,5265000,공학대학RC행정팀(ERICA),교수·연구원 업무용,신규운용,운용
2015-09-07,2015-09-07,2015-09-10,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201504863,2015-08-10,5265000,공학대학RC행정팀(ERICA),교수·연구원 업무용,신규운용,운용
2015-08-27,2015-08-27,2015-08-31,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201504864,2015-08-10,5265000,공학대학RC행정팀(ERICA),교수·연구원 업무용,신규운용,운용
2015-09-02,2015-09-02,2015-09-06,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201504865,2015-08-10,5265000,공학대학RC행정팀(ERICA),교수·연구원 업무용,신규운용,운용
2015-08-25,2015-08-25,2015-09-05,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201504866,2015-08-10,5265000,공학대학RC행정팀(ERICA),교수·연구원 업무용,신규운용,운용
2022-05-24,2022-05-24,2022-05-30,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M202204867,2022-05-09,1189000,공학대학RC행정팀(ERICA),교수·연구원 업무용,신규운용,운용
2019-10-04,2019-10-04,2019-10-17,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201904868,2019-09-19,6525000,공학대학RC행정팀(ERICA),학과 공용 전산 자산,신규운용,운용
