반납일자,반납확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,물품상태,사유
2025-06-06,2025-06-09,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905668,2019-06-22,11190000,2019-06-27,AI연구원,중고품,사업종료
2024-10-05,2024-10-08,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905669,2019-06-22,11190000,2019-06-27,AI연구원,폐품,사용연한경과
2023-09-20,2023-09-23,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905670,2019-06-22,11190000,2019-06-27,AI연구원,중고품,불용결정
2024-04-28,2024-05-01,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905671,2019-06-22,11190000,2019-06-27,AI연구원,폐품,사용연한경과
2024-05-13,2024-05-16,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905674,2019-06-22,11190000,2019-06-27,AI연구원,정비필요품,고장/파손
2025-07-09,2025-07-12,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905675,2019-06-22,11190000,2019-06-27,AI연구원,정비필요품,고장/파손
2020-11-23,2020-11-26,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905676,2019-06-22,11190000,2019-06-27,AI연구원,중고품,사업종료
2024-01-15,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905677,2019-06-22,11190000,2019-06-27,AI연구원,신품,잉여물품
2022-06-03,2022-06-06,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905679,2019-06-22,11190000,2019-06-27,AI연구원,중고품,사업종료
2025-05-19,2025-05-22,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905680,2019-06-22,11190000,2019-06-27,AI연구원,정비필요품,고장/파손
2024-10-27,2024-10-30,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905681,2019-06-22,11190000,2019-06-27,AI연구원,폐품,사용연한경과
2020-11-20,2020-11-23,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905682,2019-06-22,11190000,2019-06-27,AI연구원,폐품,사용연한경과
2024-04-02,2024-04-05,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905683,2019-06-22,11190000,2019-06-27,AI연구원,정비필요품,고장/파손
2024-09-27,2024-09-30,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905684,2019-06-22,11190000,2019-06-27,AI연구원,정비필요품,고장/파손
2025-06-24,2025-06-27,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905685,2019-06-22,11190000,2019-06-27,AI연구원,폐품,사용연한경과
2023-03-03,2023-03-06,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905686,2019-06-22,11190000,2019-06-27,AI연구원,폐품,사용연한경과
2024-03-19,2024-03-22,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905688,2019-06-22,11190000,2019-06-27,AI연구원,신품,잉여물품
2025-07-03,2025-07-06,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905692,2019-06-22,11190000,2019-06-27,AI연구원,정비필요품,고장/파손
2024-01-19,2024-01-22,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201905695,2019-06-22,11190000,2019-06-27,AI연구원,중고품,불용결정
2024-06-02,,badbergjr,박대리,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201605701,2016-01-18,7940000,2016-03-10,입학처,중고품,불용결정
2017-05-25,2017-05-28,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201605702,2016-01-18,7940000,2016-03-10,입학처,폐품,사용연한경과
2020-11-23,2020-11-26,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201605703,2016-01-18,7940000,2016-03-10,입학처,폐품,사용연한경과
2021-04-26,,badbergjr,박대리,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201605704,2016-01-18,7940000,2016-03-10,입학처,중고품,사업종료
2024-01-11,2024-01-14,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201805713,2018-01-30,331000,2018-03-20,소프트웨어융합대학,폐품,사용연한경과
2025-05-21,,badbergjr,박대리,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202205714,2022-01-09,1640000,2022-01-13,공과대학,중고품,사업종료
2025-07-31,2025-08-03,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202205718,2022-01-09,1640000,2022-01-13,공과대학,정비필요품,고장/파손
2022-01-09,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201705721,2017-01-04,2866000,2017-01-11,공과대학,폐품,사용연한경과
2018-12-08,2018-12-11,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201705723,2017-01-04,2866000,2017-01-11,공과대학,신품,잉여물품
2018-12-21,2018-12-24,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201705724,2017-01-04,2866000,2017-01-11,공과대학,폐품,사용연한경과
2024-12-05,2024-12-08,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201505729,2015-04-19,7878000,2015-04-20,공과대학,중고품,불용결정
2025-03-13,2025-03-16,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201505730,2015-04-19,7878000,2015-04-20,공과대학,폐품,사용연한경과
2019-05-05,2019-05-08,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201505731,2015-04-19,7878000,2015-04-20,공과대학,폐품,사용연한경과
2017-10-04,2017-10-07,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201505732,2015-04-19,7878000,2015-04-20,공과대학,중고품,불용결정
2018-12-30,,badbergjr,박대리,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201505733,2015-04-19,7878000,2015-04-20,공과대학,정비필요품,고장/파손
2021-10-11,2021-10-14,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201705735,2017-02-14,5520000,2017-03-20,시설팀,폐품,사용연한경과
2018-05-15,2018-05-18,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201705736,2017-02-14,5520000,2017-03-20,시설팀,폐품,사용연한경과
2020-08-31,2020-09-03,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201705737,2017-02-14,5520000,2017-03-20,시설팀,정비필요품,고장/파손
2023-02-26,2023-03-01,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201705738,2017-02-14,5520000,2017-03-20,시설팀,중고품,불용결정
2022-08-03,2022-08-06,badbergjr,박대리,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202005740,2020-06-22,125000,2020-07-25,시설팀,폐품,사용연한경과
2026-01-21,,badbergjr,박대리,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202205765,2022-07-31,7146000,2022-08-30,공과대학,중고품,불용결정
2025-11-10,2025-11-13,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202205767,2022-07-31,7146000,2022-08-30,공과대학,정비필요품,고장/파손
2026-01-21,2026-01-24,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202205769,2022-07-31,7146000,2022-08-30,공과대학,폐품,사용연한경과
2024-12-15,2024-12-18,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202005772,2020-10-24,730000,2020-10-27,소프트웨어융합대학,중고품,불용결정
2024-05-24,2024-05-27,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202005773,2020-10-24,730000,2020-10-27,소프트웨어융합대학,폐품,사용연한경과
2022-05-15,2022-05-18,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202005774,2020-10-24,730000,2020-10-27,소프트웨어융합대학,정비필요품,고장/파손
2024-02-25,2024-02-28,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202005775,2020-10-24,730000,2020-10-27,소프트웨어융합대학,폐품,사용연한경과
2024-09-07,2024-09-10,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202005777,2020-10-24,730000,2020-10-27,소프트웨어융합대학,폐품,사용연한경과
2024-09-26,2024-09-29,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202005778,2020-10-24,730000,2020-10-27,소프트웨어융합대학,중고품,불용결정
2022-08-08,2022-08-11,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202005779,2020-10-24,730000,2020-10-27,소프트웨어융합대학,중고품,사업종료
2025-04-24,2025-04-27,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202105825,2021-01-09,792000,2021-01-14,공과대학,정비필요품,고장/파손
2024-08-26,2024-08-29,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202105827,2021-01-09,792000,2021-01-14,공과대학,정비필요품,고장/파손
2026-01-03,2026-01-06,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202105830,2021-01-09,792000,2021-01-14,공과대학,폐품,사용연한경과
2025-10-28,,badbergjr,박대리,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202105831,2021-01-09,792000,2021-01-14,공과대학,정비필요품,고장/파손
2025-04-20,2025-04-23,badbergjr,박대리,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202105832,2021-01-09,792000,2021-01-14,공과대학,폐품,사용연한경과
2026-01-21,2026-01-24,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202205839,2022-03-27,2312000,2022-05-19,시설팀,신품,잉여물품
2024-09-27,2024-09-30,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202205841,2022-03-27,2312000,2022-05-19,시설팀,정비필요품,고장/파손
2024-10-15,2024-10-18,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202205851,2022-09-08,4103000,2022-09-11,인문대학,중고품,불용결정
2024-01-13,2024-01-16,badbergjr,박대리,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202205855,2022-09-08,4103000,2022-09-11,인문대학,정비필요품,고장/파손
2024-09-15,2024-09-18,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202105856,2021-07-16,9621000,2021-08-18,산학협력단,정비필요품,고장/파손
2023-06-05,2023-06-08,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202105859,2021-07-16,9621000,2021-08-18,산학협력단,폐품,사용연한경과
2023-11-03,2023-11-06,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202105863,2021-07-16,9621000,2021-08-18,산학협력단,정비필요품,고장/파손
2024-01-19,2024-01-22,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202105874,2021-07-16,9621000,2021-08-18,산학협력단,중고품,불용결정
2022-10-09,2022-10-12,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202105878,2021-07-16,9621000,2021-08-18,산학협력단,폐품,사용연한경과
2022-10-01,2022-10-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202105880,2021-07-16,9621000,2021-08-18,산학협력단,중고품,사업종료
2025-12-21,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202105882,2021-07-16,9621000,2021-08-18,산학협력단,중고품,불용결정
2025-05-16,2025-05-19,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202205883,2022-12-31,9574000,2023-01-02,시설팀,폐품,사용연한경과
2021-04-09,,badbergjr,박대리,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201505891,2015-01-03,7113000,2015-01-08,중앙도서관,폐품,사용연한경과
2021-08-04,2021-08-07,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201505893,2015-01-03,7113000,2015-01-08,중앙도서관,폐품,사용연한경과
2024-01-10,2024-01-13,badbergjr,박대리,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201505895,2015-01-03,7113000,2015-01-08,중앙도서관,폐품,사용연한경과
2023-01-27,2023-01-30,badbergjr,박대리,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202105898,2021-07-26,1741000,2021-08-28,중앙도서관,정비필요품,고장/파손
2022-11-30,2022-12-03,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201705904,2017-02-02,27340000,2017-03-13,경영대학,폐품,사용연한경과
2018-08-12,,badbergjr,박대리,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201705905,2017-02-02,27340000,2017-03-13,경영대학,중고품,사업종료
2025-11-24,,badbergjr,박대리,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201705906,2017-02-02,27340000,2017-03-13,경영대학,정비필요품,고장/파손
2023-01-18,2023-01-21,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201705908,2017-02-02,27340000,2017-03-13,경영대학,폐품,사용연한경과
2024-08-22,2024-08-25,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201705910,2017-02-02,27340000,2017-03-13,경영대학,중고품,불용결정
2024-12-09,2024-12-12,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201705911,2017-02-02,27340000,2017-03-13,경영대학,폐품,사용연한경과
2022-07-05,2022-07-08,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201705912,2017-02-02,27340000,2017-03-13,경영대학,폐품,사용연한경과
2020-06-03,,badbergjr,박대리,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201705913,2017-02-02,27340000,2017-03-13,경영대학,중고품,사업종료
2023-04-18,2023-04-21,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201505915,2015-08-13,1938000,2015-09-22,산학협력단,폐품,사용연한경과
2017-06-24,2017-06-27,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201505917,2015-08-13,1938000,2015-09-22,산학협력단,중고품,사업종료
2019-01-18,2019-01-21,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201505919,2015-08-13,1938000,2015-09-22,산학협력단,폐품,사용연한경과
2020-08-26,2020-08-29,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905920,2019-07-28,7789000,2019-08-01,인문대학,정비필요품,고장/파손
2024-10-18,2024-10-21,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905923,2019-07-28,7789000,2019-08-01,인문대학,중고품,불용결정
2022-03-28,2022-03-31,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905925,2019-07-28,7789000,2019-08-01,인문대학,중고품,불용결정
2021-04-23,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905926,2019-07-28,7789000,2019-08-01,인문대학,정비필요품,고장/파손
2022-01-13,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905928,2019-07-28,7789000,2019-08-01,인문대학,정비필요품,고장/파손
2023-02-01,2023-02-04,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905929,2019-07-28,7789000,2019-08-01,인문대학,폐품,사용연한경과
2025-10-22,2025-10-25,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905932,2019-07-28,7789000,2019-08-01,인문대학,폐품,사용연한경과
2024-07-25,2024-07-28,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905936,2019-07-28,7789000,2019-08-01,인문대학,신품,잉여물품
2021-09-17,2021-09-20,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905938,2019-07-28,7789000,2019-08-01,인문대학,중고품,불용결정
2021-07-14,2021-07-17,badbergjr,박대리,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905939,2019-07-28,7789000,2019-08-01,인문대학,정비필요품,고장/파손
2023-06-07,,badbergjr,박대리,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201905940,2019-07-28,7789000,2019-08-01,인문대학,폐품,사용연한경과
2024-10-14,2024-10-17,badbergjr,박대리,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201805941,2018-05-30,1210000,2018-06-06,경영대학,폐품,사용연한경과
2023-06-03,2023-06-06,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202105944,2021-06-22,5234000,2021-06-27,총무팀,중고품,사업종료
2026-01-21,2026-01-24,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202105947,2021-06-22,5234000,2021-06-27,총무팀,중고품,사업종료
2025-11-14,2025-11-17,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202105949,2021-06-22,5234000,2021-06-27,총무팀,중고품,사업종료
2024-07-27,2024-07-30,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202105954,2021-06-22,5234000,2021-06-27,총무팀,폐품,사용연한경과
2026-01-05,2026-01-08,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202105955,2021-06-22,5234000,2021-06-27,총무팀,폐품,사용연한경과
2018-02-12,2018-02-15,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201605967,2016-10-28,5315000,2016-12-15,공과대학,정비필요품,고장/파손
2018-01-09,2018-01-12,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201605969,2016-10-28,5315000,2016-12-15,공과대학,신품,잉여물품
2019-05-20,2019-05-23,badbergjr,박대리,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201605970,2016-10-28,5315000,2016-12-15,공과대학,정비필요품,고장/파손
2022-08-17,2022-08-20,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201805973,2018-07-14,727000,2018-08-14,시설팀,신품,잉여물품
2022-08-15,2022-08-18,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605976,2016-05-02,6198000,2016-06-02,중앙도서관,폐품,사용연한경과
2017-07-01,2017-07-04,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605977,2016-05-02,6198000,2016-06-02,중앙도서관,신품,잉여물품
2025-05-26,2025-05-29,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605982,2016-05-02,6198000,2016-06-02,중앙도서관,중고품,불용결정
2024-01-10,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605983,2016-05-02,6198000,2016-06-02,중앙도서관,정비필요품,고장/파손
2023-06-18,2023-06-21,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605984,2016-05-02,6198000,2016-06-02,중앙도서관,중고품,불용결정
2020-01-13,2020-01-16,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605985,2016-05-02,6198000,2016-06-02,중앙도서관,폐품,사용연한경과
2020-08-23,2020-08-26,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605988,2016-05-02,6198000,2016-06-02,중앙도서관,폐품,사용연한경과
2024-12-07,2024-12-10,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605989,2016-05-02,6198000,2016-06-02,중앙도서관,폐품,사용연한경과
2020-11-23,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605990,2016-05-02,6198000,2016-06-02,중앙도서관,정비필요품,고장/파손
2017-06-27,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605991,2016-05-02,6198000,2016-06-02,중앙도서관,중고품,불용결정
2025-02-23,2025-02-26,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605992,2016-05-02,6198000,2016-06-02,중앙도서관,신품,잉여물품
2023-11-17,2023-11-20,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605995,2016-05-02,6198000,2016-06-02,중앙도서관,정비필요품,고장/파손
2023-03-04,2023-03-07,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605996,2016-05-02,6198000,2016-06-02,중앙도서관,정비필요품,고장/파손
2023-02-19,2023-02-22,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201605997,2016-05-02,6198000,2016-06-02,중앙도서관,폐품,사용연한경과
2023-12-06,2023-12-09,badbergjr,박대리,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201606002,2016-05-02,6198000,2016-06-02,중앙도서관,중고품,불용결정
2022-06-10,,badbergjr,박대리,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201606003,2016-05-02,6198000,2016-06-02,중앙도서관,중고품,사업종료
2025-12-06,2025-12-09,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201806006,2018-04-08,13674000,2018-04-09,입학처,폐품,사용연한경과
2020-12-20,,badbergjr,박대리,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201806009,2018-04-08,13674000,2018-04-09,입학처,폐품,사용연한경과
2021-07-10,,badbergjr,박대리,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201806010,2018-04-08,13674000,2018-04-09,입학처,정비필요품,고장/파손
2020-09-20,2020-09-23,badbergjr,박대리,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201806011,2018-04-08,13674000,2018-04-09,입학처,정비필요품,고장/파손
2022-12-17,2022-12-20,badbergjr,박대리,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201806012,2018-02-03,543000,2018-03-08,입학처,중고품,불용결정
2025-04-21,2025-04-24,badbergjr,박대리,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201606014,2016-06-12,1394000,2016-06-13,총무팀,신품,잉여물품
2024-05-21,2024-05-24,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201706015,2017-03-10,2444000,2017-03-13,AI연구원,중고품,불용결정
2024-05-03,2024-05-06,badbergjr,박대리,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201706021,2017-03-10,2444000,2017-03-13,AI연구원,중고품,불용결정
2022-05-23,2022-05-26,badbergjr,박대리,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202006035,2020-03-27,27490000,2020-05-16,인문대학,중고품,불용결정
