처분일자,처분정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,불용일자,내용연수,처분확정일자,정리일자
2024-07-30,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201702946,2017-09-21,10994000,폐기,폐품,내구연한 경과,2024-06-12,10,2024-08-04,2017-10-23
2020-10-01,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201702955,2017-09-21,10994000,폐기,중고품,구형화,2020-08-27,10,2020-10-08,2017-10-23
2021-12-31,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201902959,2019-07-01,9026000,폐기,정비필요품,수리비용과다,2021-11-27,6,2022-01-05,2019-07-03
2022-12-03,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201902961,2019-07-01,9026000,폐기,폐품,내구연한 경과,2022-10-11,6,2022-12-09,2019-07-03
2021-06-22,폐기,hyl0610,황팀장,반려,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201902962,2019-07-01,9026000,폐기,폐품,내구연한 경과,2021-06-07,6,,2019-07-03
2025-08-05,매각,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201902985,2019-05-11,1522000,매각,중고품,구형화,2025-07-11,10,2025-08-10,2019-06-15
2025-12-19,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201902987,2019-05-11,1522000,폐기,폐품,내구연한 경과,2025-11-04,10,2025-12-23,2019-06-15
2023-10-23,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202203005,2022-04-01,4095000,폐기,폐품,내구연한 경과,2023-08-24,10,2023-10-28,2022-04-02
2025-02-21,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202203007,2022-04-01,4095000,매각,중고품,구형화,2025-02-01,10,2025-02-28,2022-04-02
2025-03-22,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202203009,2022-04-01,4095000,매각,중고품,구형화,2025-02-10,10,2025-03-27,2022-04-02
2024-09-01,매각,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202103026,2021-12-29,2673000,매각,중고품,구형화,2024-08-16,6,2024-09-07,2022-01-02
2023-05-21,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201903032,2019-02-05,320000,폐기,폐품,내구연한 경과,2023-03-26,4,2023-05-25,2019-02-07
2024-06-10,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201903033,2019-02-05,320000,폐기,정비필요품,수리비용과다,2024-05-24,4,2024-06-17,2019-02-07
2024-08-26,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202203040,2022-10-29,1474000,폐기,정비필요품,수리비용과다,2024-07-13,5,2024-09-01,2022-12-28
2025-09-26,폐기,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202203044,2022-10-29,1474000,폐기,정비필요품,수리비용과다,2025-08-27,5,2025-10-03,2022-12-28
2024-10-20,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201603048,2016-01-16,4797000,폐기,폐품,내구연한 경과,2024-09-11,6,2024-10-24,2016-01-18
2021-03-20,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201503050,2015-07-18,326000,폐기,폐품,내구연한 경과,2021-03-06,4,2021-03-24,2015-07-21
2018-06-09,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201503051,2015-07-18,326000,폐기,폐품,내구연한 경과,2018-05-03,4,2018-06-14,2015-07-21
2023-09-07,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201503054,2015-07-18,326000,폐기,폐품,내구연한 경과,2023-07-10,4,2023-09-12,2015-07-21
2026-01-09,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201503055,2015-07-18,326000,폐기,정비필요품,수리비용과다,2025-12-06,4,2026-01-16,2015-07-21
2023-02-01,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201503056,2015-07-18,326000,폐기,정비필요품,수리비용과다,2023-01-14,4,2023-02-04,2015-07-21
2025-10-29,폐기,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202003060,2020-07-28,213000,폐기,폐품,내구연한 경과,2025-08-30,4,2025-11-05,2020-09-16
2024-10-16,매각,hyl0610,황팀장,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202003063,2020-07-28,213000,매각,중고품,구형화,2024-08-27,4,,2020-09-16
2020-10-17,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603070,2016-04-13,13971000,폐기,폐품,내구연한 경과,2020-09-15,10,2020-10-24,2016-04-18
2019-12-12,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603071,2016-04-13,13971000,폐기,중고품,구형화,2019-11-10,10,2019-12-19,2016-04-18
2022-07-20,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603075,2016-04-13,13971000,매각,폐품,내구연한 경과,2022-06-18,10,2022-07-24,2016-04-18
2020-04-11,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603078,2016-04-13,13971000,폐기,중고품,활용부서부재,2020-03-22,10,2020-04-15,2016-04-18
2019-09-28,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603079,2016-04-13,13971000,폐기,중고품,활용부서부재,2019-09-12,10,2019-10-03,2016-04-18
2019-11-19,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603080,2016-04-13,13971000,폐기,정비필요품,수리비용과다,2019-11-03,10,2019-11-24,2016-04-18
2019-05-16,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603081,2016-04-13,13971000,폐기,폐품,내구연한 경과,2019-04-14,10,2019-05-23,2016-04-18
2023-01-04,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603087,2016-04-13,13971000,폐기,폐품,내구연한 경과,2022-12-19,10,2023-01-10,2016-04-18
2021-10-09,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603091,2016-04-13,13971000,폐기,폐품,내구연한 경과,2021-09-01,10,2021-10-16,2016-04-18
2020-08-02,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603095,2016-04-13,13971000,폐기,정비필요품,수리비용과다,2020-07-02,10,2020-08-06,2016-04-18
2019-12-18,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603097,2016-04-13,13971000,폐기,폐품,내구연한 경과,2019-10-19,10,2019-12-24,2016-04-18
2023-09-14,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603100,2016-04-13,13971000,폐기,폐품,내구연한 경과,2023-08-12,10,2023-09-19,2016-04-18
2020-08-14,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603102,2016-04-13,13971000,폐기,정비필요품,수리비용과다,2020-07-04,10,2020-08-19,2016-04-18
2020-01-01,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603103,2016-04-13,13971000,폐기,폐품,내구연한 경과,2019-11-10,10,2020-01-07,2016-04-18
2021-07-24,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603105,2016-04-13,13971000,매각,중고품,구형화,2021-06-13,10,2021-07-29,2016-04-18
2023-06-30,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603106,2016-04-13,13971000,매각,중고품,구형화,2023-05-22,10,2023-07-03,2016-04-18
2021-06-01,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603108,2016-04-13,13971000,폐기,폐품,내구연한 경과,2021-04-12,10,2021-06-08,2016-04-18
2022-05-12,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202003109,2020-08-18,3275000,폐기,정비필요품,수리비용과다,2022-03-29,6,2022-05-16,2020-09-21
2023-03-10,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201903111,2019-03-17,1293000,폐기,정비필요품,수리비용과다,2023-01-21,10,2023-03-17,2019-03-22
2020-08-24,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201503119,2015-06-07,652000,폐기,폐품,내구연한 경과,2020-07-31,5,2020-08-28,2015-07-20
2023-05-17,매각,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201503126,2015-06-07,652000,매각,신품,활용부서 부재,2023-03-29,5,2023-05-21,2015-07-20
2022-12-06,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201503127,2015-06-07,652000,폐기,정비필요품,수리비용과다,2022-11-04,5,2022-12-13,2015-07-20
2023-07-23,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201503128,2015-06-07,652000,폐기,정비필요품,수리비용과다,2023-06-29,5,2023-07-28,2015-07-20
2023-05-11,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903142,2019-02-05,8319000,폐기,폐품,내구연한 경과,2023-04-19,10,2023-05-18,2019-03-18
2020-12-03,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903146,2019-02-05,8319000,폐기,정비필요품,수리비용과다,2020-10-18,10,2020-12-10,2019-03-18
2020-11-30,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903147,2019-02-05,8319000,매각,중고품,구형화,2020-10-08,10,2020-12-05,2019-03-18
2023-01-18,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903148,2019-02-05,8319000,매각,중고품,구형화,2022-12-25,10,2023-01-22,2019-03-18
2024-12-18,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903153,2019-02-05,8319000,폐기,폐품,내구연한 경과,2024-11-07,10,2024-12-24,2019-03-18
2023-03-17,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903156,2019-02-05,8319000,폐기,폐품,내구연한 경과,2023-02-13,10,2023-03-24,2019-03-18
2022-10-09,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903159,2019-02-05,8319000,폐기,정비필요품,수리비용과다,2022-09-03,10,2022-10-16,2019-03-18
2022-11-24,폐기,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903161,2019-02-05,8319000,폐기,폐품,내구연한 경과,2022-10-25,10,,2019-03-18
2022-10-20,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903162,2019-02-05,8319000,폐기,폐품,내구연한 경과,2022-09-21,10,2022-10-25,2019-03-18
2023-02-09,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903164,2019-02-05,8319000,폐기,정비필요품,수리비용과다,2023-01-02,10,2023-02-15,2019-03-18
2025-04-26,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903171,2019-02-05,8319000,매각,중고품,구형화,2025-03-23,10,2025-05-02,2019-03-18
2025-08-23,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903176,2019-02-05,8319000,매각,중고품,구형화,2025-08-02,10,2025-08-29,2019-03-18
2021-10-06,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903177,2019-02-05,8319000,매각,중고품,구형화,2021-08-23,10,2021-10-11,2019-03-18
2024-10-06,매각,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903179,2019-02-05,8319000,매각,중고품,구형화,2024-08-26,10,2024-10-09,2019-03-18
2025-05-13,폐기,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201903180,2019-02-05,8319000,폐기,정비필요품,수리비용과다,2025-03-19,10,2025-05-17,2019-03-18
2024-07-29,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201803198,2018-04-11,820000,폐기,폐품,내구연한 경과,2024-06-21,5,2024-08-01,2018-04-14
2021-10-20,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201803199,2018-04-11,820000,폐기,폐품,내구연한 경과,2021-09-29,5,2021-10-24,2018-04-14
2023-07-12,폐기,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201803201,2018-04-11,820000,폐기,폐품,내구연한 경과,2023-06-25,5,2023-07-16,2018-04-14
2024-07-03,폐기,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201903214,2019-11-21,387000,폐기,폐품,내구연한 경과,2024-05-13,5,2024-07-07,2020-01-09
2021-04-19,매각,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201903216,2019-11-21,387000,매각,중고품,구형화,2021-03-05,5,2021-04-23,2020-01-09
2022-09-21,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201703237,2017-01-02,17072000,폐기,폐품,내구연한 경과,2022-08-20,6,2022-09-26,2017-01-09
2021-10-16,매각,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201903241,2019-06-30,1797000,매각,중고품,구형화,2021-09-07,10,2021-10-22,2019-08-29
2022-07-03,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201903242,2019-06-30,1797000,폐기,폐품,내구연한 경과,2022-05-06,10,2022-07-06,2019-08-29
2023-08-04,폐기,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201903243,2019-06-30,1797000,폐기,폐품,내구연한 경과,2023-06-29,10,2023-08-08,2019-08-29
2021-04-13,매각,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201903248,2019-06-30,1797000,매각,중고품,구형화,2021-03-26,10,2021-04-18,2019-08-29
2018-05-15,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201603255,2016-06-14,8103000,폐기,폐품,내구연한 경과,2018-04-10,5,2018-05-19,2016-06-16
2025-11-02,폐기,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202203259,2022-02-19,6953000,폐기,폐품,내구연한 경과,2025-09-18,6,2025-11-05,2022-04-04
2025-01-27,매각,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202203260,2022-02-19,6953000,매각,중고품,구형화,2025-01-11,6,2025-02-01,2022-04-04
2024-04-26,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202003265,2020-01-17,1889000,폐기,정비필요품,수리비용과다,2024-03-17,5,2024-05-02,2020-02-25
2022-08-10,폐기,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201903271,2019-12-09,7080000,폐기,폐품,내구연한 경과,2022-07-17,5,2022-08-15,2019-12-12
2023-10-30,매각,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201903279,2019-01-29,5601000,매각,신품,활용부서 부재,2023-09-17,7,2023-11-05,2019-01-30
2023-04-15,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201903282,2019-01-22,9054000,폐기,폐품,내구연한 경과,2023-02-14,6,2023-04-19,2019-03-19
2023-11-20,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201903285,2019-01-22,9054000,폐기,폐품,내구연한 경과,2023-10-21,6,2023-11-27,2019-03-19
2025-06-26,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201903286,2019-01-22,9054000,폐기,정비필요품,수리비용과다,2025-05-15,6,2025-06-30,2019-03-19
2022-07-17,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201903290,2019-01-22,9054000,폐기,정비필요품,수리비용과다,2022-06-07,6,2022-07-20,2019-03-19
2022-10-30,폐기,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202003293,2020-09-19,1697000,폐기,중고품,활용부서부재,2022-09-11,5,2022-11-02,2020-09-20
2025-11-08,폐기,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201503297,2015-04-27,5637000,폐기,폐품,내구연한 경과,2025-10-04,6,2025-11-13,2015-05-04
2017-05-29,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503305,2015-02-13,8205000,매각,중고품,구형화,2017-05-05,10,2017-06-05,2015-02-19
2017-02-14,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503306,2015-02-13,8205000,폐기,정비필요품,수리비용과다,2016-12-30,10,2017-02-18,2015-02-19
2017-03-18,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503308,2015-02-13,8205000,폐기,정비필요품,수리비용과다,2017-01-19,10,2017-03-23,2015-02-19
2020-04-13,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503309,2015-02-13,8205000,폐기,폐품,내구연한 경과,2020-02-15,10,2020-04-19,2015-02-19
2025-12-04,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503316,2015-02-13,8205000,폐기,폐품,내구연한 경과,2025-10-24,10,2025-12-10,2015-02-19
2019-10-11,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503321,2015-02-13,8205000,폐기,정비필요품,수리비용과다,2019-09-26,10,2019-10-16,2015-02-19
2018-03-22,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503325,2015-02-13,8205000,폐기,폐품,내구연한 경과,2018-02-14,10,2018-03-25,2015-02-19
2019-02-03,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503326,2015-02-13,8205000,폐기,정비필요품,수리비용과다,2019-01-16,10,2019-02-09,2015-02-19
2020-07-11,매각,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503334,2015-02-13,8205000,매각,정비필요품,수리비용과다,2020-05-19,10,2020-07-17,2015-02-19
2016-11-28,도난,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503335,2015-02-13,8205000,도난,중고품,구형화,2016-10-15,10,2016-12-03,2015-02-19
2022-12-21,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503336,2015-02-13,8205000,폐기,폐품,내구연한 경과,2022-11-14,10,2022-12-28,2015-02-19
2024-01-10,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503338,2015-02-13,8205000,폐기,폐품,내구연한 경과,2023-11-15,10,2024-01-17,2015-02-19
2025-04-13,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503342,2015-02-13,8205000,폐기,폐품,내구연한 경과,2025-02-14,10,2025-04-18,2015-02-19
2025-05-10,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503344,2015-02-13,8205000,폐기,폐품,내구연한 경과,2025-04-13,10,2025-05-17,2015-02-19
2016-07-05,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503345,2015-02-13,8205000,폐기,폐품,내구연한 경과,2016-05-22,10,2016-07-11,2015-02-19
2017-10-14,폐기,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201503348,2015-02-13,8205000,폐기,중고품,활용부서부재,2017-09-06,10,2017-10-20,2015-02-19
2019-08-28,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603353,2016-05-26,17049000,폐기,정비필요품,수리비용과다,2019-08-07,10,2019-09-02,2016-05-31
2020-08-20,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603354,2016-05-26,17049000,폐기,폐품,내구연한 경과,2020-07-12,10,2020-08-23,2016-05-31
2018-11-20,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603357,2016-05-26,17049000,폐기,정비필요품,수리비용과다,2018-09-28,10,2018-11-23,2016-05-31
2021-01-17,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603362,2016-05-26,17049000,폐기,중고품,활용부서부재,2020-11-22,10,2021-01-21,2016-05-31
2023-10-12,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603364,2016-05-26,17049000,매각,중고품,구형화,2023-09-10,10,2023-10-15,2016-05-31
2020-02-10,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603368,2016-05-26,17049000,폐기,정비필요품,수리비용과다,2019-12-30,10,2020-02-16,2016-05-31
2021-04-15,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603373,2016-05-26,17049000,폐기,정비필요품,수리비용과다,2021-02-27,10,2021-04-22,2016-05-31
2024-03-24,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603374,2016-05-26,17049000,폐기,폐품,내구연한 경과,2024-03-09,10,2024-03-29,2016-05-31
2017-09-12,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603382,2016-05-26,17049000,매각,중고품,활용부서부재,2017-08-05,10,2017-09-16,2016-05-31
2025-02-01,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603384,2016-05-26,17049000,폐기,폐품,내구연한 경과,2025-01-14,10,2025-02-04,2016-05-31
2025-07-09,매각,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603385,2016-05-26,17049000,매각,중고품,활용부서부재,2025-06-09,10,2025-07-15,2016-05-31
2023-08-15,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603390,2016-05-26,17049000,폐기,정비필요품,수리비용과다,2023-08-01,10,2023-08-22,2016-05-31
2025-08-12,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603391,2016-05-26,17049000,폐기,폐품,내구연한 경과,2025-06-17,10,2025-08-18,2016-05-31
2023-06-23,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603393,2016-05-26,17049000,폐기,폐품,내구연한 경과,2023-05-28,10,2023-06-29,2016-05-31
2017-12-19,폐기,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201603394,2016-05-26,17049000,폐기,중고품,구형화,2017-12-01,10,2017-12-24,2016-05-31
