불용일자,등록일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2021-04-27,2021-04-27,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009639,2020-01-28,8430000,2020-01-30,,반납,10,중고품,구형화
2023-12-01,2023-12-01,2023-12-08,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009641,2020-01-28,8430000,2020-01-30,,반납,10,중고품,구형화
2023-07-04,2023-07-04,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009642,2020-01-28,8430000,2020-01-30,,반납,10,중고품,구형화
2022-11-17,2022-11-17,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009645,2020-01-28,8430000,2020-01-30,,반납,10,중고품,구형화
2021-09-11,2021-09-11,2021-09-18,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009647,2020-01-28,8430000,2020-01-30,,반납,10,폐품,내구연한 경과
2026-05-16,2026-05-16,2026-05-23,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009652,2020-01-28,8430000,2020-01-30,,반납,10,폐품,내구연한 경과
2024-04-05,2024-04-05,2024-04-12,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009653,2020-01-28,8430000,2020-01-30,,반납,10,폐품,내구연한 경과
2023-05-05,2023-05-05,2023-05-12,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009655,2020-01-28,8430000,2020-01-30,,반납,10,정비필요품,수리비용과다
2024-08-24,2024-08-24,2024-08-31,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202009656,2020-01-28,8430000,2020-01-30,,반납,10,정비필요품,수리비용과다
2022-06-14,2022-06-14,2022-06-21,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202009658,2020-09-28,3019000,2020-11-01,,반납,6,중고품,구형화
2022-07-10,2022-07-10,2022-07-17,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202009663,2020-09-28,3019000,2020-11-01,,반납,6,정비필요품,수리비용과다
2024-07-19,2024-07-19,2024-07-26,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202209673,2022-05-09,10046000,2022-05-12,,반납,10,폐품,내구연한 경과
2024-01-13,2024-01-13,,hyl0610,황팀장,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202209680,2022-05-09,10046000,2022-05-12,,반납,10,폐품,내구연한 경과
2024-07-27,2024-07-27,,hyl0610,황팀장,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202209684,2022-05-09,10046000,2022-05-12,,반납,10,중고품,구형화
2026-05-23,2026-05-23,2026-05-30,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202209687,2022-05-09,10046000,2022-05-12,,반납,10,중고품,구형화
2026-03-10,2026-03-10,2026-03-17,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202209689,2022-05-09,10046000,2022-05-12,,반납,10,폐품,내구연한 경과
2026-03-09,2026-03-09,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202209691,2022-05-09,10046000,2022-05-12,,반납,10,폐품,내구연한 경과
2020-03-01,2020-03-01,2020-03-08,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201709694,2017-01-31,6602000,2017-02-02,,반납,8,폐품,내구연한 경과
2026-06-11,2026-06-11,2026-06-18,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201709695,2017-01-31,6602000,2017-02-02,,반납,8,중고품,구형화
2025-05-22,2025-05-22,2025-05-29,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201709699,2017-01-31,6602000,2017-02-02,,반납,8,폐품,내구연한 경과
2024-10-24,2024-10-24,,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201709701,2017-01-31,6602000,2017-02-02,,반납,8,폐품,내구연한 경과
2020-06-18,2020-06-18,,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201709703,2017-01-31,6602000,2017-02-02,,반납,8,폐품,내구연한 경과
2023-06-04,2023-06-04,2023-06-11,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201609750,2016-07-27,148000,2016-08-02,,반납,4,폐품,내구연한 경과
2023-10-09,2023-10-09,2023-10-16,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201609752,2016-07-27,148000,2016-08-02,,반납,4,폐품,내구연한 경과
2020-04-22,2020-04-22,2020-04-29,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201609753,2016-07-27,148000,2016-08-02,,반납,4,폐품,내구연한 경과
2021-09-11,2021-09-11,2021-09-18,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202009764,2020-01-13,6855000,2020-03-01,,반납,6,폐품,내구연한 경과
2025-08-13,2025-08-13,2025-08-20,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202009766,2020-01-13,6855000,2020-03-01,,반납,6,폐품,내구연한 경과
2022-02-18,2022-02-18,2022-02-25,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202009767,2020-01-13,6855000,2020-03-01,,반납,6,중고품,활용부서부재
2021-10-17,2021-10-17,2021-10-24,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202009768,2020-01-13,6855000,2020-03-01,,반납,6,정비필요품,수리비용과다
2026-01-09,2026-01-09,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202009769,2020-01-13,6855000,2020-03-01,,반납,6,정비필요품,수리비용과다
2025-05-13,2025-05-13,2025-05-20,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202009770,2020-01-13,6855000,2020-03-01,,반납,6,중고품,구형화
2021-02-11,2021-02-11,2021-02-18,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201809771,2018-03-08,5427000,2018-03-14,,반납,8,중고품,구형화
2019-11-27,2019-11-27,2019-12-04,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201809776,2018-03-08,5427000,2018-03-14,,반납,8,폐품,내구연한 경과
2021-05-04,2021-05-04,2021-05-11,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201809777,2018-03-08,5427000,2018-03-14,,반납,8,폐품,내구연한 경과
2024-09-19,2024-09-19,2024-09-26,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201809778,2018-03-08,5427000,2018-03-14,,반납,8,폐품,내구연한 경과
2023-04-19,2023-04-19,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201909781,2019-06-16,15876000,2019-08-14,,반납,6,중고품,구형화
2022-07-02,2022-07-02,2022-07-09,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201909783,2019-06-16,15876000,2019-08-14,,반납,6,폐품,내구연한 경과
2021-02-07,2021-02-07,2021-02-14,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201909785,2019-06-16,15876000,2019-08-14,,반납,6,중고품,활용부서부재
2026-05-04,2026-05-04,2026-05-11,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201909786,2019-06-16,15876000,2019-08-14,,반납,6,중고품,구형화
2026-05-28,2026-05-28,2026-06-04,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201909787,2019-06-16,15876000,2019-08-14,,반납,6,정비필요품,수리비용과다
2026-04-08,2026-04-08,2026-04-15,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202209797,2022-03-17,24953000,2022-05-13,,반납,7,중고품,구형화
2024-12-31,2024-12-31,2025-01-07,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202209799,2022-03-17,24953000,2022-05-13,,반납,7,폐품,내구연한 경과
2022-05-18,2022-05-18,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709802,2017-11-05,4579000,2017-12-14,,반납,10,중고품,활용부서부재
2025-03-24,2025-03-24,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709803,2017-11-05,4579000,2017-12-14,,반납,10,중고품,구형화
2025-06-26,2025-06-26,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709804,2017-11-05,4579000,2017-12-14,,반납,10,중고품,구형화
2025-11-15,2025-11-15,2025-11-22,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709805,2017-11-05,4579000,2017-12-14,,반납,10,중고품,구형화
2019-12-18,2019-12-18,2019-12-25,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709808,2017-11-05,4579000,2017-12-14,,반납,10,중고품,구형화
2020-04-19,2020-04-19,2020-04-26,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709809,2017-11-05,4579000,2017-12-14,,반납,10,중고품,활용부서부재
2023-11-24,2023-11-24,2023-12-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709810,2017-11-05,4579000,2017-12-14,,반납,10,정비필요품,수리비용과다
2021-10-20,2021-10-20,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709814,2017-11-05,4579000,2017-12-14,,반납,10,폐품,내구연한 경과
2021-04-29,2021-04-29,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709816,2017-11-05,4579000,2017-12-14,,반납,10,폐품,내구연한 경과
2021-11-28,2021-11-28,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709817,2017-11-05,4579000,2017-12-14,,반납,10,정비필요품,수리비용과다
2020-03-29,2020-03-29,2020-04-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709818,2017-11-05,4579000,2017-12-14,,반납,10,중고품,구형화
2021-12-10,2021-12-10,2021-12-17,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709819,2017-11-05,4579000,2017-12-14,,반납,10,중고품,구형화
2023-07-15,2023-07-15,2023-07-22,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709821,2017-11-05,4579000,2017-12-14,,반납,10,중고품,활용부서부재
2022-10-20,2022-10-20,2022-10-27,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201509824,2015-02-08,5530000,2015-03-13,,반납,6,중고품,구형화
2021-06-24,2021-06-24,2021-07-01,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201509825,2015-02-08,5530000,2015-03-13,,반납,6,정비필요품,수리비용과다
2025-07-04,2025-07-04,2025-07-11,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201509826,2015-02-08,5530000,2015-03-13,,반납,6,정비필요품,수리비용과다
2020-05-30,2020-05-30,,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201509828,2015-02-08,5530000,2015-03-13,,반납,6,폐품,내구연한 경과
2024-07-18,2024-07-18,2024-07-25,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201509829,2015-02-08,5530000,2015-03-13,,반납,6,중고품,구형화
2026-03-25,2026-03-25,,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M202009831,2020-09-21,2085000,2020-09-25,,반납,6,폐품,내구연한 경과
2017-04-11,2017-04-11,2017-04-18,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509835,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2023-09-20,2023-09-20,2023-09-27,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509837,2015-07-31,12572000,2015-08-06,,반납,10,폐품,내구연한 경과
2024-06-08,2024-06-08,2024-06-15,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509838,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2020-12-20,2020-12-20,2020-12-27,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509839,2015-07-31,12572000,2015-08-06,,반납,10,폐품,내구연한 경과
2017-06-19,2017-06-19,,hyl0610,황팀장,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509840,2015-07-31,12572000,2015-08-06,,반납,10,신품,활용부서 부재
2024-08-17,2024-08-17,2024-08-24,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509841,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2018-09-04,2018-09-04,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509843,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2017-01-04,2017-01-04,,hyl0610,황팀장,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509844,2015-07-31,12572000,2015-08-06,,반납,10,정비필요품,수리비용과다
2020-12-31,2020-12-31,2021-01-07,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509845,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2017-05-30,2017-05-30,,hyl0610,황팀장,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509846,2015-07-31,12572000,2015-08-06,,반납,10,정비필요품,수리비용과다
2017-10-21,2017-10-21,2017-10-28,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509847,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2019-04-07,2019-04-07,2019-04-14,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509848,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2025-09-11,2025-09-11,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509850,2015-07-31,12572000,2015-08-06,,반납,10,정비필요품,수리비용과다
2025-07-07,2025-07-07,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509855,2015-07-31,12572000,2015-08-06,,반납,10,폐품,내구연한 경과
2023-10-15,2023-10-15,2023-10-22,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509856,2015-07-31,12572000,2015-08-06,,반납,10,폐품,내구연한 경과
2018-10-25,2018-10-25,2018-11-01,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509860,2015-07-31,12572000,2015-08-06,,반납,10,정비필요품,수리비용과다
2018-09-11,2018-09-11,2018-09-18,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509863,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2023-02-15,2023-02-15,2023-02-22,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509864,2015-07-31,12572000,2015-08-06,,반납,10,정비필요품,수리비용과다
2021-12-03,2021-12-03,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509865,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2019-12-19,2019-12-19,2019-12-26,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509866,2015-07-31,12572000,2015-08-06,,반납,10,폐품,내구연한 경과
2019-06-16,2019-06-16,2019-06-23,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509867,2015-07-31,12572000,2015-08-06,,반납,10,중고품,구형화
2024-11-09,2024-11-09,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509868,2015-07-31,12572000,2015-08-06,,반납,10,폐품,내구연한 경과
2018-08-10,2018-08-10,2018-08-17,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509870,2015-07-31,12572000,2015-08-06,,반납,10,정비필요품,수리비용과다
2024-04-12,2024-04-12,2024-04-19,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509872,2015-07-31,12572000,2015-08-06,,반납,10,폐품,내구연한 경과
2023-10-15,2023-10-15,,hyl0610,황팀장,반려,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201609875,2016-11-25,27628000,2016-12-27,,반납,7,중고품,활용부서부재
2018-12-13,2018-12-13,2018-12-20,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201609876,2016-11-25,27628000,2016-12-27,,반납,7,폐품,내구연한 경과
2023-05-29,2023-05-29,2023-06-05,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201609877,2016-11-25,27628000,2016-12-27,,반납,7,폐품,내구연한 경과
2024-11-25,2024-11-25,,hyl0610,황팀장,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201609880,2016-11-25,27628000,2016-12-27,,반납,7,중고품,구형화
2020-12-16,2020-12-16,,hyl0610,황팀장,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201609881,2016-11-25,27628000,2016-12-27,,반납,7,중고품,구형화
2023-10-16,2023-10-16,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201509893,2015-04-16,98000,2015-06-14,,반납,5,폐품,내구연한 경과
2025-07-20,2025-07-20,,hyl0610,황팀장,반려,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201609894,2016-11-27,737000,2016-11-30,,반납,5,정비필요품,수리비용과다
2025-09-04,2025-09-04,2025-09-11,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201609895,2016-11-27,737000,2016-11-30,,반납,5,정비필요품,수리비용과다
2022-08-12,2022-08-12,2022-08-19,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709906,2017-07-26,5452000,2017-07-30,,반납,10,정비필요품,수리비용과다
2024-02-16,2024-02-16,2024-02-23,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709907,2017-07-26,5452000,2017-07-30,,반납,10,폐품,내구연한 경과
2024-02-20,2024-02-20,2024-02-27,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709910,2017-07-26,5452000,2017-07-30,,반납,10,폐품,내구연한 경과
2024-11-19,2024-11-19,2024-11-26,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709911,2017-07-26,5452000,2017-07-30,,반납,10,정비필요품,수리비용과다
2021-07-15,2021-07-15,2021-07-22,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709912,2017-07-26,5452000,2017-07-30,,반납,10,정비필요품,수리비용과다
2022-08-19,2022-08-19,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709916,2017-07-26,5452000,2017-07-30,,반납,10,폐품,내구연한 경과
2021-04-03,2021-04-03,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709918,2017-07-26,5452000,2017-07-30,,반납,10,중고품,구형화
2025-09-11,2025-09-11,2025-09-18,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709920,2017-07-26,5452000,2017-07-30,,반납,10,폐품,내구연한 경과
2019-10-23,2019-10-23,2019-10-30,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709921,2017-07-26,5452000,2017-07-30,,반납,10,정비필요품,수리비용과다
2024-05-02,2024-05-02,2024-05-09,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709922,2017-07-26,5452000,2017-07-30,,반납,10,중고품,구형화
2022-03-03,2022-03-03,2022-03-10,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201709924,2017-07-26,5452000,2017-07-30,,반납,10,중고품,활용부서부재
2023-12-17,2023-12-17,2023-12-24,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201509930,2015-11-21,410000,2015-11-27,,반납,10,중고품,구형화
2023-04-03,2023-04-03,,hyl0610,황팀장,반려,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201709931,2017-06-24,625000,2017-06-29,,반납,5,중고품,활용부서부재
2022-09-25,2022-09-25,2022-10-02,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201709932,2017-06-24,625000,2017-06-29,,반납,5,폐품,내구연한 경과
2021-08-28,2021-08-28,2021-09-04,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201709933,2017-06-24,625000,2017-06-29,,반납,5,폐품,내구연한 경과
2026-03-08,2026-03-08,2026-03-15,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201709934,2017-06-24,625000,2017-06-29,,반납,5,중고품,활용부서부재
2021-04-05,2021-04-05,,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201709935,2017-06-24,625000,2017-06-29,,반납,5,정비필요품,수리비용과다
2022-09-30,2022-09-30,2022-10-07,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201709936,2017-06-24,625000,2017-06-29,,반납,5,중고품,활용부서부재
2021-05-23,2021-05-23,2021-05-30,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201709937,2017-06-24,625000,2017-06-29,,반납,5,중고품,구형화
2023-06-19,2023-06-19,2023-06-26,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201709940,2017-06-24,625000,2017-06-29,,반납,5,폐품,내구연한 경과
2020-03-21,2020-03-21,,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201809941,2018-05-17,4140000,2018-06-25,,반납,6,폐품,내구연한 경과
2025-01-25,2025-01-25,2025-02-01,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201809946,2018-05-17,4140000,2018-06-25,,반납,6,정비필요품,수리비용과다
2020-03-29,2020-03-29,2020-04-05,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509948,2015-11-22,5921000,2015-11-26,,반납,10,폐품,내구연한 경과
2025-09-12,2025-09-12,2025-09-19,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509949,2015-11-22,5921000,2015-11-26,,반납,10,중고품,구형화
2019-09-16,2019-09-16,2019-09-23,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509953,2015-11-22,5921000,2015-11-26,,반납,10,중고품,구형화
2022-10-18,2022-10-18,2022-10-25,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509954,2015-11-22,5921000,2015-11-26,,반납,10,폐품,내구연한 경과
2021-11-19,2021-11-19,2021-11-26,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509955,2015-11-22,5921000,2015-11-26,,반납,10,중고품,구형화
