G2B_목록번호,G2B_목록명,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량,승인상태,취득정리구분,운용부서코드,비고
4322261025578661,"허브, Belkin, (US)INC002, 7port",2018-06-04,764000,2018-06-10,입학처,취득,5,8,확정,자체구입,D007,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2024-08-13,2178000,2024-09-24,총무팀,취득,10,13,확정,자체구입,D005,
4322260926066170,"라우터, Netgear, (US)PR60X",2019-11-04,3523000,2019-12-15,인문대학,취득,6,6,확정,자체구입,D004,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2021-07-08,2414000,2021-07-10,산학협력단,취득,8,4,확정,자체구입,D009,
4322260926066170,"라우터, Netgear, (US)PR60X",2017-04-26,522000,2017-05-03,총무팀,취득,6,1,확정,자체구입,D005,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2017-06-04,2088000,2017-07-05,경영대학,취득,5,6,확정,자체구입,D003,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2019-09-17,22881000,2019-11-16,인문대학,취득,7,7,확정,기증,D004,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2015-11-17,8743000,2015-11-23,중앙도서관,취득,10,45,확정,자체구입,D008,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-06-06,3392000,2025-06-08,입학처,취득,6,5,확정,자체구입,D007,
4322260926066170,"라우터, Netgear, (US)PR60X",2015-10-29,5251000,2015-10-30,산학협력단,취득,6,9,확정,기증,D009,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2017-01-01,18150000,2017-01-04,AI연구원,취득,10,48,확정,자체구입,D010,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2019-11-10,5104000,2019-11-17,AI연구원,취득,6,6,확정,자체구입,D010,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2021-10-27,12025000,2021-11-26,인문대학,취득,10,34,확정,자체구입,D004,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2016-04-21,1012000,2016-06-13,입학처,취득,10,5,확정,자체구입,D007,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2015-11-20,10580000,2015-12-30,입학처,취득,5,9,확정,자체구입,D007,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2023-01-11,4497000,2023-01-15,시설팀,취득,10,6,확정,자체구입,D006,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2024-11-18,2318000,2024-12-25,총무팀,취득,5,10,확정,자체구입,D005,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2020-10-15,1910000,2020-11-25,중앙도서관,취득,10,9,확정,자체구입,D008,Laboriosam dolor velit vel.
4322261025578661,"허브, Belkin, (US)INC002, 7port",2015-11-18,630000,2016-01-11,경영대학,취득,5,7,확정,자체구입,D003,Maxime accusantium quis enim quis.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2015-09-30,6904000,2015-11-16,인문대학,취득,10,31,확정,자체제작,D004,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2023-11-03,1793000,2023-11-06,소프트웨어융합대학,취득,10,9,확정,자체구입,D001,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-05-05,1918000,2025-05-10,시설팀,취득,5,6,확정,자체구입,D006,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-11-01,4736000,2015-12-02,인문대학,취득,6,7,확정,기증,D004,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-01-22,762000,,총무팀,취득,6,1,대기,기증,D005,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2020-12-27,189000,2020-12-28,경영대학,취득,5,3,확정,자체구입,D003,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-10-22,3361000,2024-12-11,소프트웨어융합대학,취득,10,16,확정,자체구입,D001,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2023-11-24,10292000,2023-11-25,총무팀,취득,10,32,확정,자체구입,D005,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2018-10-22,13099000,2018-10-28,시설팀,취득,7,4,확정,자체구입,D006,Doloremque sit et explicabo debitis.
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2024-12-04,2574000,,소프트웨어융합대학,취득,5,8,대기,자체구입,D001,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2025-01-31,1125000,,인문대학,취득,5,5,대기,자체구입,D004,Blanditiis neque libero.
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2022-02-07,3874000,2022-03-13,인문대학,취득,6,5,확정,자체구입,D004,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2020-05-01,6206000,2020-05-02,공과대학,취득,8,9,확정,자체제작,D002,
4322260926066170,"라우터, Netgear, (US)PR60X",2018-02-28,3603000,2018-03-05,공과대학,취득,6,6,확정,자체구입,D002,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2024-11-02,361000,,공과대학,취득,4,9,대기,자체구입,D002,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2017-01-10,1278000,2017-01-11,공과대학,취득,10,6,확정,기증,D002,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2021-07-26,3602000,2021-08-02,소프트웨어융합대학,취득,10,22,확정,자체구입,D001,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2015-12-15,3394000,2015-12-19,산학협력단,취득,10,4,확정,자체구입,D009,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2018-10-30,2366000,2018-11-06,공과대학,취득,10,3,확정,자체구입,D002,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2022-05-12,3015000,2022-07-08,시설팀,취득,10,4,확정,자체구입,D006,Cum temporibus dolores.
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2018-11-05,1652000,2018-11-07,공과대학,취득,6,2,확정,자체구입,D002,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2024-02-29,16321000,2024-04-03,AI연구원,취득,10,49,확정,자체구입,D010,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2025-03-14,9209000,2025-04-21,소프트웨어융합대학,취득,10,44,확정,자체구입,D001,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2023-07-01,1063000,2023-07-02,입학처,취득,5,4,확정,자체구입,D007,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2024-07-14,248000,2024-09-06,경영대학,취득,5,4,확정,자체구입,D003,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2025-02-23,1934000,,중앙도서관,취득,8,3,대기,자체구입,D008,Voluptas necessitatibus in architecto libero.
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2018-04-23,1273000,2018-06-14,인문대학,취득,5,5,확정,자체구입,D004,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2025-11-18,730000,,중앙도서관,취득,5,3,대기,자체구입,D008,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2024-07-04,22076000,2024-08-25,시설팀,취득,7,7,확정,자체구입,D006,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2020-12-24,827000,2020-12-31,입학처,취득,6,1,확정,자체구입,D007,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2024-12-16,3324000,2024-12-21,소프트웨어융합대학,취득,5,3,확정,자체구입,D001,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2023-10-03,3343000,2023-11-02,산학협력단,취득,5,10,확정,자체구입,D009,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2024-05-01,729000,2024-06-17,시설팀,취득,5,8,확정,자체구입,D006,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2018-10-17,4770000,2018-10-22,소프트웨어융합대학,취득,10,20,확정,자체구입,D001,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2022-09-29,2076000,2022-09-30,경영대학,취득,5,8,확정,자체구입,D003,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2022-04-07,7292000,2022-05-12,소프트웨어융합대학,취득,6,10,확정,자체구입,D001,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2022-10-27,1632000,2022-10-28,인문대학,취득,10,8,확정,자체구입,D004,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2025-02-18,1845000,,시설팀,취득,6,2,대기,자체구입,D006,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2019-10-26,16304000,2019-10-30,중앙도서관,취득,10,44,확정,자체구입,D008,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2018-09-05,725000,2018-09-11,공과대학,취득,5,8,확정,자체구입,D002,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2015-01-23,3153000,2015-01-25,경영대학,취득,7,1,확정,자체구입,D003,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2018-05-05,3850000,2018-06-06,소프트웨어융합대학,취득,10,18,확정,자체구입,D001,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2023-11-25,4934000,2023-12-01,시설팀,취득,6,5,확정,자체구입,D006,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2023-03-17,262000,2023-04-20,시설팀,취득,5,3,확정,자체구입,D006,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-05-23,6226000,2025-05-29,인문대학,취득,6,8,확정,자체구입,D004,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2018-05-30,3421000,2018-06-29,경영대학,취득,5,10,확정,자체구입,D003,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2022-12-11,2895000,2022-12-12,경영대학,취득,5,9,확정,자체구입,D003,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2016-03-15,15976000,,산학협력단,취득,10,46,반려,자체제작,D009,예산 초과로 인한 반려
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2016-01-09,364000,2016-01-13,소프트웨어융합대학,취득,4,10,확정,자체구입,D001,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2021-03-10,10419000,2021-04-21,시설팀,취득,10,32,확정,자체구입,D006,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-08-07,343000,,공과대학,취득,4,8,대기,자체구입,D002,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2022-11-10,11936000,2022-11-13,공과대학,취득,7,4,확정,자체구입,D002,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2019-01-29,7370000,2019-02-05,입학처,취득,10,21,확정,자체구입,D007,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2025-03-22,727000,,인문대학,취득,10,4,대기,자체구입,D004,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2018-10-09,176000,2018-11-18,총무팀,취득,5,2,확정,자체구입,D005,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2025-08-25,5810000,2025-10-14,시설팀,취득,6,8,확정,자체제작,D006,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-06-04,288000,2025-06-11,경영대학,취득,5,5,확정,자체구입,D003,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-05-31,87000,,공과대학,취득,4,2,대기,자체구입,D002,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2015-05-02,734000,2015-05-07,AI연구원,취득,5,2,확정,자체구입,D010,
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2018-07-05,3366000,2018-08-15,소프트웨어융합대학,취득,5,9,확정,자체구입,D001,Id eaque nihil libero.
4322261025578661,"허브, Belkin, (US)INC002, 7port",2016-11-29,295000,2017-01-11,총무팀,취득,5,3,확정,자체구입,D005,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2025-09-10,5688000,2025-10-15,인문대학,취득,5,5,확정,자체구입,D004,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2020-06-20,1804000,2020-08-02,입학처,취득,10,9,확정,자체구입,D007,Autem blanditiis libero recusandae aliquid repudiandae numquam.
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2025-02-06,16373000,,산학협력단,취득,7,6,대기,자체구입,D009,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2017-03-09,1790000,2017-03-12,소프트웨어융합대학,취득,10,9,확정,자체구입,D001,
4322260926066170,"라우터, Netgear, (US)PR60X",2018-06-05,2305000,2018-07-11,공과대학,취득,6,4,확정,자체구입,D002,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-06-14,74000,,산학협력단,취득,4,2,대기,자체구입,D009,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2020-02-07,2068000,2020-02-12,경영대학,취득,10,10,확정,자체구입,D003,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2017-08-30,433000,2017-09-02,경영대학,취득,5,5,확정,자체구입,D003,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2022-09-04,491000,2022-09-06,공과대학,취득,5,6,확정,기증,D002,Rerum odio dicta expedita ullam veritatis ullam.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2022-01-17,4033000,2022-01-24,입학처,취득,10,18,확정,자체구입,D007,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2024-09-27,10990000,2024-11-23,소프트웨어융합대학,취득,7,4,확정,자체구입,D001,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2022-11-01,10373000,2022-11-04,AI연구원,취득,10,30,확정,자체구입,D010,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2015-03-28,473000,2015-04-02,경영대학,취득,5,5,확정,자체구입,D003,
4322260926066170,"라우터, Netgear, (US)PR60X",2021-01-07,564000,2021-01-08,중앙도서관,취득,6,1,확정,자체구입,D008,
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",2024-01-05,7961000,2024-01-07,총무팀,취득,5,7,확정,자체구입,D005,Molestias dolore accusantium.
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2022-01-20,6715000,2022-01-26,시설팀,취득,10,28,확정,자체구입,D006,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2021-05-29,1642000,2021-07-16,입학처,취득,5,6,확정,자체구입,D007,Quos saepe officia ab voluptates.
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2021-12-31,341000,2022-01-06,경영대학,취득,5,1,확정,자체구입,D003,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2016-11-30,3230000,2016-12-05,AI연구원,취득,10,14,확정,자체구입,D010,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-04-26,228000,,중앙도서관,취득,5,4,대기,자체구입,D008,Soluta explicabo asperiores eum.
4322261025578661,"허브, Belkin, (US)INC002, 7port",2022-01-20,593000,2022-02-25,경영대학,취득,5,7,확정,자체구입,D003,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2018-01-27,5503000,2018-02-01,AI연구원,취득,10,27,확정,자체구입,D010,Velit possimus magnam repudiandae quia explicabo.
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2015-03-13,8604000,2015-05-11,인문대학,취득,10,10,확정,자체구입,D004,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2019-02-25,816000,2019-04-11,AI연구원,취득,6,1,확정,자체구입,D010,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2020-04-11,1445000,2020-06-04,경영대학,취득,6,2,확정,자체구입,D003,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2021-03-21,2180000,2021-03-22,AI연구원,취득,10,3,확정,자체구입,D010,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2022-10-11,149000,2022-10-12,소프트웨어융합대학,취득,4,4,확정,자체구입,D001,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2017-06-04,15031000,2017-06-09,중앙도서관,취득,10,41,확정,자체구입,D008,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2023-03-20,11269000,2023-03-23,소프트웨어융합대학,취득,7,4,확정,자체구입,D001,Molestiae totam et hic enim.
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2017-09-12,298000,2017-10-30,시설팀,취득,4,7,확정,자체구입,D006,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2015-12-29,2151000,2016-01-03,경영대학,취득,5,9,확정,자체구입,D003,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-01-26,6315000,,공과대학,취득,10,35,대기,자체구입,D002,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2025-10-22,1255000,2025-12-15,경영대학,취득,8,2,확정,자체구입,D003,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2023-04-01,7530000,2023-05-25,경영대학,취득,6,8,확정,기증,D003,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2017-03-15,2394000,2017-05-01,총무팀,취득,5,9,확정,자체구입,D005,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2024-08-15,3190000,2024-08-17,총무팀,취득,6,4,확정,자체구입,D005,
4322260926066170,"라우터, Netgear, (US)PR60X",2015-05-14,4509000,2015-06-27,공과대학,취득,6,9,확정,자체구입,D002,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2025-02-19,784000,,소프트웨어융합대학,취득,5,8,대기,자체구입,D001,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2015-03-31,2935000,2015-04-06,AI연구원,취득,6,3,확정,자체구입,D010,
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",2022-07-17,2874000,2022-07-23,산학협력단,취득,6,3,확정,자체구입,D009,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2017-11-04,78000,2017-12-28,중앙도서관,취득,4,2,확정,자체구입,D008,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-12-17,1035000,2025-12-21,입학처,취득,10,6,확정,자체구입,D007,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2020-09-20,43000,2020-11-12,공과대학,취득,4,1,확정,자체구입,D002,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2023-05-26,2189000,2023-05-27,총무팀,취득,6,3,확정,자체구입,D005,
4322260926066170,"라우터, Netgear, (US)PR60X",2025-12-12,2059000,2025-12-15,총무팀,취득,6,4,확정,자체구입,D005,
4322260926066170,"라우터, Netgear, (US)PR60X",2023-08-13,1014000,2023-10-03,공과대학,취득,6,2,확정,자체구입,D002,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2025-07-24,4759000,,시설팀,취득,10,29,대기,자체구입,D006,
4322260926066170,"라우터, Netgear, (US)PR60X",2019-03-10,547000,2019-03-14,시설팀,취득,6,1,확정,자체구입,D006,
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",2025-06-25,386000,2025-06-27,소프트웨어융합대학,취득,5,7,확정,자체구입,D001,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2022-04-28,184000,2022-06-19,AI연구원,취득,10,1,확정,자체구입,D010,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2024-10-30,17690000,2024-11-29,인문대학,취득,6,9,확정,자체구입,D004,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2024-10-12,1542000,,공과대학,취득,10,8,대기,자체구입,D002,
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",2020-02-26,783000,2020-04-21,산학협력단,취득,10,4,확정,자체구입,D009,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2024-11-08,4067000,2024-12-30,산학협력단,취득,8,6,확정,자체구입,D009,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-10-23,3680000,2015-10-29,총무팀,취득,6,5,확정,자체구입,D005,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-09-15,6702000,2024-10-25,중앙도서관,취득,10,33,확정,자체구입,D008,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2024-09-27,3048000,2024-09-30,소프트웨어융합대학,취득,10,13,확정,자체구입,D001,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2021-09-19,4488000,2021-09-25,AI연구원,취득,6,6,확정,기증,D010,
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",2015-10-11,2923000,2015-10-17,총무팀,취득,7,1,확정,자체구입,D005,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2022-05-20,16305000,2022-05-25,인문대학,취득,10,44,확정,자체구입,D004,
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2020-01-03,1491000,2020-02-04,공과대학,취득,5,6,확정,자체구입,D002,Quae optio nulla tempore.
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",2025-12-14,1525000,,경영대학,취득,5,4,반려,자체구입,D003,예산 초과로 인한 반려
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2015-11-03,16207000,2015-12-13,소프트웨어융합대학,취득,6,9,확정,자체구입,D001,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2019-05-20,748000,2019-05-24,경영대학,취득,6,1,확정,자체구입,D003,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2019-12-21,3163000,2020-02-13,산학협력단,취득,10,4,확정,기증,D009,Dolores vero corrupti facilis in facilis.
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2021-03-15,9986000,2021-05-07,경영대학,취득,10,31,확정,자체구입,D003,
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",2019-08-25,2363000,2019-10-13,소프트웨어융합대학,취득,10,13,확정,자체제작,D001,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2024-08-30,3270000,2024-10-15,AI연구원,취득,6,2,확정,자체구입,D010,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2023-03-25,41000,2023-05-18,총무팀,취득,4,1,확정,자체구입,D005,
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",2023-11-26,8508000,,인문대학,취득,6,5,반려,자체구입,D004,예산 초과로 인한 반려
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2018-09-29,3100000,2018-11-16,중앙도서관,취득,8,5,확정,자체구입,D008,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-15,6567000,2016-11-16,시설팀,취득,6,9,확정,자체구입,D006,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2017-03-11,5751000,2017-04-15,공과대학,취득,10,17,확정,자체구입,D002,
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",2025-05-02,254000,2025-06-16,인문대학,취득,4,7,확정,기증,D004,
4322261025578661,"허브, Belkin, (US)INC002, 7port",2025-04-17,868000,,경영대학,취득,5,10,대기,자체구입,D003,
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2023-03-31,8018000,2023-04-07,인문대학,취득,6,10,확정,자체구입,D004,
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",2015-09-16,10705000,2015-09-18,산학협력단,취득,10,28,확정,자체구입,D009,Nemo suscipit possimus natus.
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",2021-04-28,463000,2021-06-06,인문대학,취득,5,2,확정,자체구입,D004,
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",2022-06-23,8889000,2022-06-25,소프트웨어융합대학,취득,10,40,확정,자체구입,D001,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2021-12-21,5819000,2021-12-25,소프트웨어융합대학,취득,10,8,확정,자체구입,D001,
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",2025-09-05,5135000,,소프트웨어융합대학,취득,10,6,대기,자체구입,D001,
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",2025-11-18,6406000,,총무팀,취득,8,10,대기,자체구입,D005,
