물품고유번호,Start_Date,End_Date,Is_Current,운용상태,사유,관리자
M201510160,2015-06-24,2020-04-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201510160,2020-04-18,2020-06-02,False,불용,노후화(성능저하),황팀장
M201510160,2020-06-03,2099-12-31,True,처분,폐기 완료,황팀장
M201510161,2015-06-06,2015-06-15,False,취득,신규 취득,박대리
M201510161,2015-06-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510162,2015-06-06,2015-06-26,False,취득,신규 취득,박대리
M201510162,2015-06-27,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510163,2015-06-06,2015-06-16,False,취득,신규 취득,박대리
M201510163,2015-06-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510164,2015-06-06,2015-06-18,False,취득,신규 취득,박대리
M201510164,2015-06-19,2019-08-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201510164,2019-08-26,2019-11-07,False,불용,수리비용과다,황팀장
M201510164,2019-11-08,2099-12-31,True,처분,폐기 완료,황팀장
M201510165,2015-06-06,2015-06-23,False,취득,신규 취득,박대리
M201510165,2015-06-24,2021-02-26,False,운용,신규운용 승인 및 사용 시작,박대리
M201510165,2021-02-27,2021-04-11,False,불용,수리비용과다,황팀장
M201510165,2021-04-12,2099-12-31,True,처분,폐기 완료,황팀장
M201510166,2015-06-06,2015-07-02,False,취득,신규 취득,박대리
M201510166,2015-07-03,2019-09-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201510166,2019-09-28,2019-12-17,False,불용,고장/파손,황팀장
M201510166,2019-12-18,2099-12-31,True,처분,폐기 완료,황팀장
M201510167,2015-06-06,2015-06-26,False,취득,신규 취득,박대리
M201510167,2015-06-27,2019-09-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201510167,2019-09-29,2019-12-31,False,불용,노후화(성능저하),황팀장
M201510167,2020-01-01,2099-12-31,True,처분,폐기 완료,황팀장
M201510168,2015-06-06,2015-06-10,False,취득,신규 취득,박대리
M201510168,2015-06-11,2018-02-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201510168,2018-02-03,2018-04-01,False,불용,고장/파손,황팀장
M201510168,2018-04-02,2099-12-31,True,처분,폐기 완료,황팀장
M201510169,2015-06-06,2015-06-12,False,취득,신규 취득,박대리
M201510169,2015-06-13,2019-11-13,False,운용,신규운용 승인 및 사용 시작,박대리
M201510169,2019-11-14,2020-02-19,False,불용,노후화(성능저하),황팀장
M201510169,2020-02-20,2099-12-31,True,처분,폐기 완료,황팀장
M201510170,2015-06-06,2015-06-22,False,취득,신규 취득,박대리
M201510170,2015-06-23,2021-05-22,False,운용,신규운용 승인 및 사용 시작,박대리
M201510170,2021-05-23,2021-07-28,False,불용,수리비용과다,황팀장
M201510170,2021-07-29,2099-12-31,True,처분,폐기 완료,황팀장
M201510171,2015-06-06,2015-06-28,False,취득,신규 취득,박대리
M201510171,2015-06-29,2019-10-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201510171,2019-10-15,2019-12-26,False,불용,수리비용과다,황팀장
M201510171,2019-12-27,2099-12-31,True,처분,폐기 완료,황팀장
M201510172,2015-06-06,2015-06-29,False,취득,신규 취득,박대리
M201510172,2015-06-30,2019-09-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201510172,2019-09-24,2099-12-31,True,불용,노후화(성능저하),황팀장
M201510173,2015-06-06,2015-06-19,False,취득,신규 취득,박대리
M201510173,2015-06-20,2020-10-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201510173,2020-10-05,2020-12-09,False,불용,수리비용과다,황팀장
M201510173,2020-12-10,2099-12-31,True,처분,멸실 완료,황팀장
M201510174,2015-06-06,2015-06-16,False,취득,신규 취득,박대리
M201510174,2015-06-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510175,2015-06-06,2015-06-19,False,취득,신규 취득,박대리
M201510175,2015-06-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510176,2015-06-06,2015-06-22,False,취득,신규 취득,박대리
M201510176,2015-06-23,2018-08-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201510176,2018-08-17,2018-10-07,False,불용,수리비용과다,황팀장
M201510176,2018-10-08,2099-12-31,True,처분,폐기 완료,황팀장
M201510177,2015-06-06,2015-06-26,False,취득,신규 취득,박대리
M201510177,2015-06-27,2020-12-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201510177,2020-12-09,2021-02-03,False,불용,노후화(성능저하),황팀장
M201510177,2021-02-04,2099-12-31,True,처분,폐기 완료,황팀장
M201510178,2015-06-06,2015-06-20,False,취득,신규 취득,박대리
M201510178,2015-06-21,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510179,2015-06-06,2015-06-17,False,취득,신규 취득,박대리
M201510179,2015-06-18,2021-02-24,False,운용,신규운용 승인 및 사용 시작,박대리
M201510179,2021-02-25,2021-04-21,False,불용,노후화(성능저하),황팀장
M201510179,2021-04-22,2099-12-31,True,처분,폐기 완료,황팀장
M201510180,2015-06-06,2015-06-14,False,취득,신규 취득,박대리
M201510180,2015-06-15,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510292,2015-02-21,2015-03-05,False,취득,신규 취득,박대리
M201510292,2015-03-06,2020-05-05,False,운용,신규운용 승인 및 사용 시작,박대리
M201510292,2020-05-06,2020-06-29,False,불용,노후화(성능저하),황팀장
M201510292,2020-06-30,2099-12-31,True,처분,폐기 완료,황팀장
M201510293,2015-02-21,2015-03-16,False,취득,신규 취득,박대리
M201510293,2015-03-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510294,2015-02-21,2015-03-03,False,취득,신규 취득,박대리
M201510294,2015-03-04,2020-10-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201510294,2020-10-03,2020-12-15,False,불용,노후화(성능저하),황팀장
M201510294,2020-12-16,2099-12-31,True,처분,폐기 완료,황팀장
M201510295,2015-02-21,2015-03-09,False,취득,신규 취득,박대리
M201510295,2015-03-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510296,2015-02-21,2015-03-07,False,취득,신규 취득,박대리
M201510296,2015-03-08,2020-08-31,False,운용,신규운용 승인 및 사용 시작,박대리
M201510296,2020-09-01,2020-10-28,False,불용,수리비용과다,황팀장
M201510296,2020-10-29,2099-12-31,True,처분,폐기 완료,황팀장
M201510297,2015-02-21,2015-03-15,False,취득,신규 취득,박대리
M201510297,2015-03-16,2021-01-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201510297,2021-01-05,2021-02-13,False,불용,수리비용과다,황팀장
M201510297,2021-02-14,2099-12-31,True,처분,폐기 완료,황팀장
M201510298,2015-02-21,2015-03-02,False,취득,신규 취득,박대리
M201510298,2015-03-03,2021-06-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201510298,2021-06-26,2021-09-05,False,불용,노후화(성능저하),황팀장
M201510298,2021-09-06,2099-12-31,True,처분,폐기 완료,황팀장
M201510299,2015-02-21,2015-03-20,False,취득,신규 취득,박대리
M201510299,2015-03-21,2020-05-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201510299,2020-05-12,2020-07-13,False,불용,고장/파손,황팀장
M201510299,2020-07-14,2099-12-31,True,처분,폐기 완료,황팀장
M201510300,2015-02-21,2015-03-01,False,취득,신규 취득,박대리
M201510300,2015-03-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510301,2015-02-21,2015-03-10,False,취득,신규 취득,박대리
M201510301,2015-03-11,2018-05-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201510301,2018-05-30,2018-07-05,False,불용,고장/파손,황팀장
M201510301,2018-07-06,2099-12-31,True,처분,폐기 완료,황팀장
M201510302,2015-02-21,2015-03-10,False,취득,신규 취득,박대리
M201510302,2015-03-11,2018-02-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201510302,2018-02-21,2018-04-08,False,불용,고장/파손,황팀장
M201510302,2018-04-09,2099-12-31,True,처분,폐기 완료,황팀장
M201510303,2015-02-21,2015-03-02,False,취득,신규 취득,박대리
M201510303,2015-03-03,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510304,2015-02-21,2015-02-25,False,취득,신규 취득,박대리
M201510304,2015-02-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510305,2015-02-21,2015-03-05,False,취득,신규 취득,박대리
M201510305,2015-03-06,2020-12-10,False,운용,신규운용 승인 및 사용 시작,박대리
M201510305,2020-12-11,2021-03-03,False,불용,고장/파손,황팀장
M201510305,2021-03-04,2099-12-31,True,처분,폐기 완료,황팀장
M201510306,2015-02-21,2015-03-11,False,취득,신규 취득,박대리
M201510306,2015-03-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510307,2015-02-21,2015-03-13,False,취득,신규 취득,박대리
M201510307,2015-03-14,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510308,2015-02-21,2015-03-10,False,취득,신규 취득,박대리
M201510308,2015-03-11,2021-02-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201510308,2021-02-07,2021-05-11,False,불용,고장/파손,황팀장
M201510308,2021-05-12,2099-12-31,True,처분,폐기 완료,황팀장
M201510309,2015-02-21,2015-03-05,False,취득,신규 취득,박대리
M201510309,2015-03-06,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510310,2015-02-21,2015-03-10,False,취득,신규 취득,박대리
M201510310,2015-03-11,2019-11-26,False,운용,신규운용 승인 및 사용 시작,박대리
M201510310,2019-11-27,2020-01-22,False,불용,수리비용과다,황팀장
M201510310,2020-01-23,2099-12-31,True,처분,폐기 완료,황팀장
M201510311,2015-02-21,2015-03-13,False,취득,신규 취득,박대리
M201510311,2015-03-14,2020-08-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201510311,2020-08-30,2020-11-11,False,불용,고장/파손,황팀장
M201510311,2020-11-12,2099-12-31,True,처분,폐기 완료,황팀장
M201510312,2015-02-21,2015-03-04,False,취득,신규 취득,박대리
M201510312,2015-03-05,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510313,2015-02-21,2015-03-06,False,취득,신규 취득,박대리
M201510313,2015-03-07,2017-12-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201510313,2017-12-16,2018-03-14,False,불용,수리비용과다,황팀장
M201510313,2018-03-15,2099-12-31,True,처분,매각 완료,황팀장
M201510314,2015-02-21,2015-03-09,False,취득,신규 취득,박대리
M201510314,2015-03-10,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510315,2015-02-21,2015-03-07,False,취득,신규 취득,박대리
M201510315,2015-03-08,2022-04-25,False,운용,신규운용 승인 및 사용 시작,박대리
M201510315,2022-04-26,2022-06-28,False,불용,수리비용과다,황팀장
M201510315,2022-06-29,2099-12-31,True,처분,폐기 완료,황팀장
M201510316,2015-02-21,2015-03-01,False,취득,신규 취득,박대리
M201510316,2015-03-02,2020-06-11,False,운용,신규운용 승인 및 사용 시작,박대리
M201510316,2020-06-12,2020-08-24,False,불용,수리비용과다,황팀장
M201510316,2020-08-25,2099-12-31,True,처분,폐기 완료,황팀장
M201510317,2015-02-21,2015-02-27,False,취득,신규 취득,박대리
M201510317,2015-02-28,2020-07-05,False,운용,신규운용 승인 및 사용 시작,박대리
M201510317,2020-07-06,2020-08-10,False,불용,수리비용과다,황팀장
M201510317,2020-08-11,2099-12-31,True,처분,폐기 완료,황팀장
M201510318,2015-02-21,2015-03-04,False,취득,신규 취득,박대리
M201510318,2015-03-05,2020-11-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201510318,2020-11-05,2021-01-14,False,불용,고장/파손,황팀장
M201510318,2021-01-15,2099-12-31,True,처분,폐기 완료,황팀장
M201510319,2015-02-21,2015-03-07,False,취득,신규 취득,박대리
M201510319,2015-03-08,2020-07-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201510319,2020-07-09,2020-10-03,False,불용,수리비용과다,황팀장
M201510319,2020-10-04,2099-12-31,True,처분,폐기 완료,황팀장
M201510320,2015-02-21,2015-03-10,False,취득,신규 취득,박대리
M201510320,2015-03-11,2021-07-31,False,운용,신규운용 승인 및 사용 시작,박대리
M201510320,2021-08-01,2021-09-16,False,불용,수리비용과다,황팀장
M201510320,2021-09-17,2099-12-31,True,처분,폐기 완료,황팀장
M201510321,2015-02-21,2099-12-31,True,취득,신규 취득,박대리
M201510322,2015-02-21,2015-03-07,False,취득,신규 취득,박대리
M201510322,2015-03-08,2019-02-27,False,운용,신규운용 승인 및 사용 시작,박대리
M201510322,2019-02-28,2019-04-05,False,불용,고장/파손,황팀장
M201510322,2019-04-06,2099-12-31,True,처분,폐기 완료,황팀장
M201510323,2015-02-21,2015-03-11,False,취득,신규 취득,박대리
M201510323,2015-03-12,2019-12-10,False,운용,신규운용 승인 및 사용 시작,박대리
M201510323,2019-12-11,2020-02-02,False,불용,고장/파손,황팀장
M201510323,2020-02-03,2099-12-31,True,처분,폐기 완료,황팀장
M201510324,2015-02-21,2015-03-09,False,취득,신규 취득,박대리
M201510324,2015-03-10,2019-03-31,False,운용,신규운용 승인 및 사용 시작,박대리
M201510324,2019-04-01,2019-07-01,False,불용,고장/파손,황팀장
M201510324,2019-07-02,2099-12-31,True,처분,폐기 완료,황팀장
M201510325,2015-02-21,2015-03-09,False,취득,신규 취득,박대리
M201510325,2015-03-10,2019-10-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201510325,2019-10-13,2019-12-02,False,불용,수리비용과다,황팀장
M201510325,2019-12-03,2099-12-31,True,처분,폐기 완료,황팀장
M201510326,2015-02-21,2015-03-08,False,취득,신규 취득,박대리
M201510326,2015-03-09,2018-10-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201510326,2018-10-18,2018-12-18,False,불용,노후화(성능저하),황팀장
M201510326,2018-12-19,2099-12-31,True,처분,폐기 완료,황팀장
M201510327,2015-02-21,2015-03-12,False,취득,신규 취득,박대리
M201510327,2015-03-13,2020-06-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201510327,2020-07-01,2020-09-10,False,불용,수리비용과다,황팀장
M201510327,2020-09-11,2099-12-31,True,처분,매각 완료,황팀장
M201510328,2015-02-21,2015-03-06,False,취득,신규 취득,박대리
M201510328,2015-03-07,2021-01-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201510328,2021-01-15,2021-03-13,False,불용,수리비용과다,황팀장
M201510328,2021-03-14,2099-12-31,True,처분,폐기 완료,황팀장
M201510329,2015-02-21,2015-03-06,False,취득,신규 취득,박대리
M201510329,2015-03-07,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510330,2015-02-21,2015-03-08,False,취득,신규 취득,박대리
M201510330,2015-03-09,2017-11-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201510330,2017-11-30,2018-01-29,False,불용,고장/파손,황팀장
M201510330,2018-01-30,2099-12-31,True,처분,폐기 완료,황팀장
M201510366,2015-09-09,2015-09-23,False,취득,신규 취득,박대리
M201510366,2015-09-24,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510430,2015-10-30,2015-11-12,False,취득,신규 취득,박대리
M201510430,2015-11-13,2020-05-08,False,운용,신규운용 승인 및 사용 시작,박대리
M201510430,2020-05-09,2020-06-17,False,불용,고장/파손,황팀장
M201510430,2020-06-18,2099-12-31,True,처분,폐기 완료,황팀장
M201510431,2015-10-30,2015-11-17,False,취득,신규 취득,박대리
M201510431,2015-11-18,2020-06-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201510431,2020-07-01,2020-10-03,False,불용,노후화(성능저하),황팀장
M201510431,2020-10-04,2099-12-31,True,처분,폐기 완료,황팀장
M201510432,2015-10-30,2015-11-15,False,취득,신규 취득,박대리
M201510432,2015-11-16,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510433,2015-10-30,2015-11-06,False,취득,신규 취득,박대리
M201510433,2015-11-07,2019-08-05,False,운용,신규운용 승인 및 사용 시작,박대리
M201510433,2019-08-06,2019-10-11,False,불용,수리비용과다,황팀장
M201510433,2019-10-12,2099-12-31,True,처분,폐기 완료,황팀장
M201510434,2015-10-30,2015-11-10,False,취득,신규 취득,박대리
M201510434,2015-11-11,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510587,2015-05-11,2015-06-02,False,취득,신규 취득,박대리
M201510587,2015-06-03,2020-03-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201510587,2020-03-07,2020-04-30,False,불용,노후화(성능저하),황팀장
M201510587,2020-05-01,2099-12-31,True,처분,폐기 완료,황팀장
M201510595,2015-03-06,2015-03-24,False,취득,신규 취득,박대리
M201510595,2015-03-25,2020-07-31,False,운용,신규운용 승인 및 사용 시작,박대리
M201510595,2020-08-01,2020-09-02,False,불용,고장/파손,황팀장
M201510595,2020-09-03,2099-12-31,True,처분,폐기 완료,황팀장
M201510596,2015-03-06,2015-03-15,False,취득,신규 취득,박대리
M201510596,2015-03-16,2021-05-10,False,운용,신규운용 승인 및 사용 시작,박대리
M201510596,2021-05-11,2021-07-29,False,불용,수리비용과다,황팀장
M201510596,2021-07-30,2099-12-31,True,처분,폐기 완료,황팀장
M201510597,2015-03-06,2015-03-23,False,취득,신규 취득,박대리
M201510597,2015-03-24,2022-05-06,False,운용,신규운용 승인 및 사용 시작,박대리
M201510597,2022-05-07,2022-07-15,False,불용,고장/파손,황팀장
M201510597,2022-07-16,2099-12-31,True,처분,폐기 완료,황팀장
M201510598,2015-03-06,2015-03-22,False,취득,신규 취득,박대리
M201510598,2015-03-23,2022-07-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201510598,2022-07-21,2022-08-27,False,불용,고장/파손,황팀장
M201510598,2022-08-28,2099-12-31,True,처분,매각 완료,황팀장
M201510611,2015-11-21,2015-11-30,False,취득,신규 취득,박대리
M201510611,2015-12-01,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510612,2015-11-21,2015-12-17,False,취득,신규 취득,박대리
M201510612,2015-12-18,2021-10-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201510612,2021-10-24,2022-01-04,False,불용,노후화(성능저하),황팀장
M201510612,2022-01-05,2099-12-31,True,처분,폐기 완료,황팀장
M201510629,2016-01-01,2016-01-09,False,취득,신규 취득,박대리
M201510629,2016-01-10,2025-12-01,False,운용,신규운용 승인 및 사용 시작,박대리
M201510629,2025-12-02,2026-01-25,False,불용,고장/파손,황팀장
M201510629,2026-01-26,2099-12-31,True,처분,폐기 완료,황팀장
M201510630,2016-01-01,2016-01-12,False,취득,신규 취득,박대리
M201510630,2016-01-13,2025-05-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201510630,2025-05-17,2025-08-14,False,불용,고장/파손,황팀장
M201510630,2025-08-15,2099-12-31,True,처분,폐기 완료,황팀장
M201510631,2016-01-01,2016-01-18,False,취득,신규 취득,박대리
M201510631,2016-01-19,2022-04-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201510631,2022-04-29,2022-06-18,False,불용,수리비용과다,황팀장
M201510631,2022-06-19,2099-12-31,True,처분,폐기 완료,황팀장
M201510632,2016-01-01,2016-01-20,False,취득,신규 취득,박대리
M201510632,2016-01-21,2022-11-30,False,운용,신규운용 승인 및 사용 시작,박대리
M201510632,2022-12-01,2023-02-27,False,불용,수리비용과다,황팀장
M201510632,2023-02-28,2099-12-31,True,처분,폐기 완료,황팀장
M201510660,2015-02-11,2015-03-03,False,취득,신규 취득,박대리
M201510660,2015-03-04,2023-02-18,False,운용,신규운용 승인 및 사용 시작,박대리
M201510660,2023-02-19,2023-05-19,False,불용,수리비용과다,황팀장
M201510660,2023-05-20,2099-12-31,True,처분,폐기 완료,황팀장
M201510661,2015-02-11,2015-03-01,False,취득,신규 취득,박대리
M201510661,2015-03-02,2021-10-26,False,운용,신규운용 승인 및 사용 시작,박대리
M201510661,2021-10-27,2022-01-17,False,불용,수리비용과다,황팀장
M201510661,2022-01-18,2099-12-31,True,처분,폐기 완료,황팀장
M201510662,2015-02-11,2015-02-23,False,취득,신규 취득,박대리
M201510662,2015-02-24,2022-08-23,False,운용,신규운용 승인 및 사용 시작,박대리
M201510662,2022-08-24,2022-10-13,False,불용,수리비용과다,황팀장
M201510662,2022-10-14,2099-12-31,True,처분,폐기 완료,황팀장
M201510663,2015-02-11,2015-02-25,False,취득,신규 취득,박대리
M201510663,2015-02-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510664,2015-02-11,2015-02-21,False,취득,신규 취득,박대리
M201510664,2015-02-22,2024-10-09,False,운용,신규운용 승인 및 사용 시작,박대리
M201510664,2024-10-10,2025-01-01,False,불용,고장/파손,황팀장
M201510664,2025-01-02,2099-12-31,True,처분,폐기 완료,황팀장
M201510671,2015-09-16,2015-09-25,False,취득,신규 취득,박대리
M201510671,2015-09-26,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510690,2015-08-25,2015-09-19,False,취득,신규 취득,박대리
M201510690,2015-09-20,2022-11-04,False,운용,신규운용 승인 및 사용 시작,박대리
M201510690,2022-11-05,2023-01-21,False,불용,노후화(성능저하),황팀장
M201510690,2023-01-22,2099-12-31,True,처분,폐기 완료,황팀장
M201510691,2015-08-25,2015-09-12,False,취득,신규 취득,박대리
M201510691,2015-09-13,2023-10-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201510691,2023-10-30,2023-12-16,False,불용,노후화(성능저하),황팀장
M201510691,2023-12-17,2099-12-31,True,처분,폐기 완료,황팀장
M201510692,2015-08-25,2015-09-08,False,취득,신규 취득,박대리
M201510692,2015-09-09,2024-01-02,False,운용,신규운용 승인 및 사용 시작,박대리
M201510692,2024-01-03,2024-02-23,False,불용,노후화(성능저하),황팀장
M201510692,2024-02-24,2099-12-31,True,처분,폐기 완료,황팀장
M201510737,2015-08-14,2015-09-01,False,취득,신규 취득,박대리
M201510737,2015-09-02,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510808,2015-03-06,2015-03-21,False,취득,신규 취득,박대리
M201510808,2015-03-22,2016-01-19,False,운용,신규운용 승인 및 사용 시작,박대리
M201510808,2016-01-20,2016-02-26,False,반납,사업종료,박대리
M201510808,2016-02-27,2016-05-27,False,불용,구형화,황팀장
M201510808,2016-05-28,2099-12-31,True,처분,폐기 완료,황팀장
M201510809,2015-03-06,2015-03-17,False,취득,신규 취득,박대리
M201510809,2015-03-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510825,2015-02-09,2015-02-22,False,취득,신규 취득,박대리
M201510825,2015-02-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201510826,2015-02-09,2099-12-31,True,취득,신규 취득,박대리
M201510827,2015-02-09,2015-02-24,False,취득,신규 취득,박대리
M201510827,2015-02-25,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511037,2015-10-07,2015-10-18,False,취득,신규 취득,박대리
M201511037,2015-10-19,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511038,2015-10-07,2015-10-22,False,취득,신규 취득,박대리
M201511038,2015-10-23,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511039,2015-10-07,2015-11-01,False,취득,신규 취득,박대리
M201511039,2015-11-02,2022-04-20,False,운용,신규운용 승인 및 사용 시작,박대리
M201511039,2022-04-21,2022-06-07,False,불용,수리비용과다,황팀장
M201511039,2022-06-08,2099-12-31,True,처분,폐기 완료,황팀장
M201511040,2015-10-07,2015-10-16,False,취득,신규 취득,박대리
M201511040,2015-10-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511041,2015-10-07,2015-10-21,False,취득,신규 취득,박대리
M201511041,2015-10-22,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511042,2015-10-07,2015-10-17,False,취득,신규 취득,박대리
M201511042,2015-10-18,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511043,2015-10-07,2015-10-30,False,취득,신규 취득,박대리
M201511043,2015-10-31,2016-01-29,False,운용,신규운용 승인 및 사용 시작,박대리
M201511043,2016-01-30,2016-02-10,False,반납,잉여물품,박대리
M201511043,2016-02-11,2016-11-14,False,운용,재사용(1회차) 승인 및 사용 시작,박대리
M201511043,2016-11-15,2016-12-17,False,반납,사업종료,박대리
M201511043,2016-12-18,2017-02-28,False,불용,활용부서부재,황팀장
M201511043,2017-03-01,2099-12-31,True,처분,매각 완료,황팀장
M201511044,2015-10-07,2015-10-12,False,취득,신규 취득,박대리
M201511044,2015-10-13,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511045,2015-10-07,2015-10-19,False,취득,신규 취득,박대리
M201511045,2015-10-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511046,2015-10-07,2015-10-26,False,취득,신규 취득,박대리
M201511046,2015-10-27,2015-12-16,False,운용,신규운용 승인 및 사용 시작,박대리
M201511046,2015-12-17,2016-01-10,False,반납,사업종료,박대리
M201511046,2016-01-11,2016-03-29,False,불용,구형화,황팀장
M201511046,2016-03-30,2099-12-31,True,처분,폐기 완료,황팀장
M201511047,2015-10-07,2015-10-20,False,취득,신규 취득,박대리
M201511047,2015-10-21,2024-12-10,False,운용,신규운용 승인 및 사용 시작,박대리
M201511047,2024-12-11,2025-02-24,False,불용,고장/파손,황팀장
M201511047,2025-02-25,2099-12-31,True,처분,폐기 완료,황팀장
M201511048,2015-10-07,2015-10-30,False,취득,신규 취득,박대리
M201511048,2015-10-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511049,2015-10-07,2099-12-31,True,취득,신규 취득,박대리
M201511050,2015-10-07,2015-10-21,False,취득,신규 취득,박대리
M201511050,2015-10-22,2016-09-17,False,운용,신규운용 승인 및 사용 시작,박대리
M201511050,2016-09-18,2016-10-19,False,반납,사업종료,박대리
M201511050,2016-10-20,2016-12-12,False,불용,구형화,황팀장
M201511050,2016-12-13,2099-12-31,True,처분,매각 완료,황팀장
M201511051,2015-10-07,2015-10-30,False,취득,신규 취득,박대리
M201511051,2015-10-31,2019-04-12,False,운용,신규운용 승인 및 사용 시작,박대리
M201511051,2019-04-13,2019-06-29,False,불용,수리비용과다,황팀장
M201511051,2019-06-30,2099-12-31,True,처분,폐기 완료,황팀장
M201511052,2015-10-07,2015-10-25,False,취득,신규 취득,박대리
M201511052,2015-10-26,2016-09-14,False,운용,신규운용 승인 및 사용 시작,박대리
M201511052,2016-09-15,2099-12-31,True,반납,공용전환,박대리
M201511053,2015-10-07,2015-10-30,False,취득,신규 취득,박대리
M201511053,2015-10-31,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511162,2015-11-26,2015-12-11,False,취득,신규 취득,박대리
M201511162,2015-12-12,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511163,2015-11-26,2015-12-19,False,취득,신규 취득,박대리
M201511163,2015-12-20,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511164,2015-11-26,2099-12-31,True,취득,신규 취득,박대리
M201511165,2015-11-26,2015-12-16,False,취득,신규 취득,박대리
M201511165,2015-12-17,2099-12-31,True,운용,신규운용 승인 및 사용 시작,박대리
M201511324,2015-02-01,2015-02-24,False,취득,신규 취득,박대리
M201511324,2015-02-25,2015-04-28,False,운용,신규운용 승인 및 사용 시작,박대리
M201511324,2015-04-29,2099-12-31,True,반납,공용전환,박대리
M201511325,2015-02-01,2015-02-11,False,취득,신규 취득,박대리
M201511325,2015-02-12,2024-11-15,False,운용,신규운용 승인 및 사용 시작,박대리
M201511325,2024-11-16,2025-01-14,False,불용,수리비용과다,황팀장
