G2B_목록번호,G2B_목록명,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,승인상태,취득정리구분,운용부서코드,비고,수량
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-01-13,3361000,2023-01-27,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-02-13,3879000,2023-02-24,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-02-16,4571000,2023-02-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-03-11,1834000,2023-03-18,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-04-02,3543000,2023-04-14,시설팀(ERICA),운용,6,확정,자체구입,A351,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-04-14,2760000,2023-04-18,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-04-23,9246000,2023-04-29,,반납,6,확정,자체구입,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-04-23,9246000,2023-04-29,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,9
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-05-09,8889000,2023-05-12,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-05-09,8889000,2023-05-12,학생지원팀(ERICA),취득,6,확정,자체구입,A320,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-05-11,4057000,2023-05-19,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,기증,C360,,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-05-21,5571000,2023-05-27,시설팀(ERICA),운용,6,확정,자체구입,A351,,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-07-24,9210000,2023-08-01,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-09-23,2732000,2023-10-07,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-10-25,3378000,2023-10-29,시설팀(ERICA),운용,6,확정,자체구입,A351,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2023-11-30,8103000,2023-12-07,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,9
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-02-04,2600000,2024-02-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-02-04,2600000,2024-02-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,확정,자체구입,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-03-03,2722000,2024-03-10,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-03-05,7649000,2024-03-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,자료 디지털 아카이빙,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-05-04,5885000,2024-05-16,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-05-10,971000,2024-05-17,학생지원팀(ERICA),운용,6,확정,자체제작,A320,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-06-04,957000,2024-06-07,시설팀(ERICA),운용,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-06-22,9505000,2024-06-26,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-07-31,5798000,2024-08-14,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,7
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-08-09,1942000,2024-08-17,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-09-17,3314000,2024-09-27,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,행정 문서 전산화,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-10-31,3388000,2024-11-10,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-11-04,930000,2024-11-08,시설팀(ERICA),운용,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2024-12-05,7332000,2024-12-13,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-01-02,3680000,2025-01-12,시설팀(ERICA),운용,6,확정,자체구입,A351,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-02-22,3708000,2025-02-26,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-03-06,3467000,2025-03-10,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-06-10,3289000,2025-06-20,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-06-21,6838000,2025-06-24,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-09-02,9280000,2025-09-12,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,자료 디지털 아카이빙,9
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-09-02,9280000,2025-09-12,공학대학RC행정팀(ERICA),취득,6,확정,자체구입,C352,자료 디지털 아카이빙,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-10-03,1922000,2025-10-17,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-10-05,9302000,2025-10-14,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-10-07,6849000,2025-10-16,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-11-30,2433000,2025-12-05,시설팀(ERICA),운용,6,확정,자체구입,A351,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-11-30,2433000,2025-12-05,시설팀(ERICA),취득,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2025-12-25,8418000,2025-12-30,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,9
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",ERICA,2026-01-23,8765000,2026-01-30,학생지원팀(ERICA),취득,6,확정,자체구입,A320,,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-01-15,3570000,2015-01-26,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-05-13,9600000,2015-05-21,시설팀(ERICA),운용,6,확정,자체구입,A351,,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-05-19,5091000,2015-05-25,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-05-19,5091000,2015-05-25,학생지원팀(ERICA),처분,6,확정,자체구입,A320,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-07-12,9147000,2015-07-22,,처분,6,확정,자체구입,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-07-12,9147000,2015-07-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,9
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-07-23,2531000,2015-07-29,,처분,6,확정,자체구입,A320,행정 문서 전산화,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-07-23,2531000,2015-07-29,학생지원팀(ERICA),운용,6,확정,자체구입,A320,행정 문서 전산화,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-08-24,2499000,2015-09-05,공학대학RC행정팀(ERICA),운용,6,확정,기증,C352,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-09-26,3367000,2015-10-03,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-11-11,2528000,2015-11-22,시설팀(ERICA),운용,6,확정,자체구입,A351,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-11-11,2528000,2015-11-22,시설팀(ERICA),취득,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-11-16,3577000,2015-11-25,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,자료 디지털 아카이빙,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-11-25,9537000,2015-11-28,,처분,6,확정,자체구입,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-11-25,9537000,2015-11-28,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-11-25,9537000,2015-11-28,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-11-26,5646000,2015-12-06,시설팀(ERICA),운용,6,확정,자체구입,A351,,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-11-26,5646000,2015-12-06,시설팀(ERICA),처분,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-12-01,6868000,2015-12-04,시설팀(ERICA),운용,6,확정,자체구입,A351,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-12-31,4428000,2016-01-14,,반납,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-12-31,4428000,2016-01-14,,처분,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-12-31,4428000,2016-01-14,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2015-12-31,4428000,2016-01-14,경상대학RC행정팀(ERICA),처분,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-03-25,9726000,2016-04-02,,반납,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-03-25,9726000,2016-04-02,,처분,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-03-25,9726000,2016-04-02,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-05-26,924000,2016-05-29,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-07-18,4141000,2016-07-22,,처분,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-07-18,4141000,2016-07-22,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-07-18,4141000,2016-07-22,글로벌문화통상대학RC행정팀(ERICA),취득,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-08-20,6879000,2016-08-24,,반납,6,확정,자체구입,C352,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-08-20,6879000,2016-08-24,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,7
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-08-29,897000,2016-09-03,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,행정 문서 전산화,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-09-20,5195000,2016-09-28,,불용,6,확정,자체구입,A320,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-09-20,5195000,2016-09-28,,처분,6,확정,자체구입,A320,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-09-20,5195000,2016-09-28,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2016-09-30,1648000,2016-10-09,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-02-21,8679000,2017-03-06,,처분,6,확정,자체구입,C352,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-02-21,8679000,2017-03-06,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,9
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-02-27,6702000,2017-03-10,,반납,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-02-27,6702000,2017-03-10,,처분,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-02-27,6702000,2017-03-10,시설팀(ERICA),운용,6,확정,자체구입,A351,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-02-27,6702000,2017-03-10,시설팀(ERICA),처분,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-02-27,6702000,2017-03-10,시설팀(ERICA),취득,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-04-25,1762000,2017-05-07,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,행정 문서 전산화,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-05-01,1803000,2017-05-10,시설팀(ERICA),운용,6,확정,자체구입,A351,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-05-19,2707000,2017-05-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,기증,C354,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-05-20,5445000,2017-06-01,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-06-19,4177000,2017-06-30,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-06-19,4177000,2017-06-30,경상대학RC행정팀(ERICA),취득,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-07-11,6996000,2017-07-20,,반납,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-07-11,6996000,2017-07-20,시설팀(ERICA),운용,6,확정,자체구입,A351,,7
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-07-14,945000,2017-07-19,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-08-12,9707000,2017-08-17,,처분,6,확정,자체구입,A320,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-08-12,9707000,2017-08-17,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,9
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-08-25,4352000,2017-09-06,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,행정 문서 전산화,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-08-25,4352000,2017-09-06,소프트웨어융합대학RC행정팀(ERICA),처분,6,확정,자체구입,C354,행정 문서 전산화,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-09-03,4452000,2017-09-07,,처분,6,확정,자체구입,C360,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-09-03,4452000,2017-09-07,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-09-25,3496000,2017-10-08,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-11-29,2818000,2017-12-10,,처분,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-11-29,2818000,2017-12-10,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-12-15,4959000,2017-12-25,,반납,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-12-15,4959000,2017-12-25,시설팀(ERICA),운용,6,확정,자체구입,A351,,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2017-12-25,4499000,2018-01-04,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-01-07,8370000,2018-01-15,,처분,6,확정,자체구입,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-01-07,8370000,2018-01-15,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-03-25,8265000,2018-04-04,,반납,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-03-25,8265000,2018-04-04,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,9
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-04-02,7775000,2018-04-14,,처분,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-04-02,7775000,2018-04-14,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,7
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-06-15,4318000,2018-06-24,,반납,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-06-15,4318000,2018-06-24,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-07-07,836000,2018-07-12,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-08-10,1651000,2018-08-18,,반납,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-08-10,1651000,2018-08-18,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-09-01,1878000,2018-09-13,,처분,6,확정,자체구입,A320,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-09-01,1878000,2018-09-13,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-09-05,1710000,2018-09-14,,처분,6,확정,기증,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-09-05,1710000,2018-09-14,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,기증,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-10-26,4252000,2018-11-08,시설팀(ERICA),운용,6,확정,자체구입,A351,자료 디지털 아카이빙,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2018-11-11,1846000,2018-11-14,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-04-28,8641000,2019-05-06,,처분,6,확정,자체구입,C360,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-04-28,8641000,2019-05-06,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,7
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-04-30,5675000,2019-05-03,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,자료 디지털 아카이빙,7
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-07-19,2538000,2019-08-01,,처분,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-07-19,2538000,2019-08-01,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-08-29,4455000,2019-09-04,,불용,6,확정,자체구입,C364,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-08-29,4455000,2019-09-04,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-09-08,2842000,2019-09-13,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2019-09-12,9327000,2019-09-17,경상대학RC행정팀(ERICA),운용,6,확정,자체구입,C364,,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-01-01,6498000,2020-01-10,,처분,6,확정,자체구입,C354,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-01-01,6498000,2020-01-10,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-02-13,7487000,2020-02-27,,처분,6,확정,자체구입,C352,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-02-13,7487000,2020-02-27,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-02-17,8494000,2020-02-22,,반납,6,확정,자체구입,C354,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-02-17,8494000,2020-02-22,,처분,6,확정,자체구입,C354,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-02-17,8494000,2020-02-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-04-13,2700000,2020-04-22,,처분,6,확정,자체구입,A351,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-04-13,2700000,2020-04-22,시설팀(ERICA),운용,6,확정,자체구입,A351,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-06-11,3729000,2020-06-19,소프트웨어융합대학RC행정팀(ERICA),운용,6,확정,자체구입,C354,,4
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-07-07,9819000,2020-07-14,,불용,6,확정,자체구입,A320,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-07-07,9819000,2020-07-14,,처분,6,확정,자체구입,A320,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-07-07,9819000,2020-07-14,학생지원팀(ERICA),운용,6,확정,자체구입,A320,,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-07-31,4431000,2020-08-05,,반납,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-07-31,4431000,2020-08-05,,처분,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-07-31,4431000,2020-08-05,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,3
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-09-12,6840000,2020-09-26,,처분,6,확정,자체구입,C352,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-09-12,6840000,2020-09-26,공학대학RC행정팀(ERICA),운용,6,확정,자체구입,C352,,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-10-22,5765000,2020-11-02,학생지원팀(ERICA),운용,6,확정,자체제작,A320,,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-11-12,8347000,2020-11-21,,반납,6,확정,자체구입,C360,,1
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-11-12,8347000,2020-11-21,,처분,6,확정,자체구입,C360,,2
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",서울,2020-11-12,8347000,2020-11-21,글로벌문화통상대학RC행정팀(ERICA),운용,6,확정,자체구입,C360,,6
