불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2016-01-08,2016-02-03,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509822,2015-10-04,8543000,2015-10-11,,반납,10,정비필요품,수리비용과다
2016-08-21,2016-09-10,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201509824,2015-10-04,8543000,2015-10-11,,반납,10,폐품,내구연한 경과
2017-01-20,2017-02-06,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201609866,2016-08-29,819000,2016-09-03,,반납,5,폐품,내구연한 경과
2018-12-17,2019-01-05,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201809867,2018-04-22,5480000,2018-04-28,,반납,6,정비필요품,수리비용과다
2019-06-04,2019-06-25,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201909873,2019-01-28,84000,2019-02-11,,반납,4,정비필요품,수리비용과다
2024-01-11,2024-02-05,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202209908,2022-12-03,4439000,2022-12-16,,반납,10,중고품,활용부서부재
2019-10-08,2019-10-31,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201909913,2019-07-13,439000,2019-07-27,,반납,4,정비필요품,수리비용과다
2020-04-20,2020-05-08,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201909918,2019-07-13,439000,2019-07-27,,반납,4,정비필요품,수리비용과다
2019-09-23,2019-10-21,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201809945,2018-12-02,1913000,2018-12-11,,반납,10,폐품,내구연한 경과
2021-07-18,2021-08-10,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202009955,2020-11-17,5529000,2020-11-30,,반납,10,폐품,내구연한 경과
2021-08-20,2021-09-06,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202009958,2020-11-17,5529000,2020-11-30,,반납,10,폐품,내구연한 경과
2016-11-01,2016-11-30,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201609962,2016-08-28,784000,2016-09-09,공학대학RC행정팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2018-03-22,2018-04-21,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201709964,2017-11-16,14685000,2017-11-29,,반납,6,중고품,구형화
2018-04-28,2018-05-25,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201709965,2017-11-16,14685000,2017-11-29,,반납,6,정비필요품,수리비용과다
2018-07-07,2018-08-02,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201709966,2017-11-16,14685000,2017-11-29,,반납,6,정비필요품,수리비용과다
2018-02-04,,hyl0610,황팀장,반려,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201709967,2017-11-16,14685000,2017-11-29,시설팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2018-11-27,2018-12-14,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201709969,2017-11-16,14685000,2017-11-29,,반납,6,중고품,구형화
2018-09-30,2018-10-28,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201709970,2017-11-16,14685000,2017-11-29,,반납,6,중고품,구형화
2021-01-19,2021-02-12,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202009972,2020-09-25,289000,2020-09-28,,반납,4,정비필요품,수리비용과다
2021-04-05,2021-04-23,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202009974,2020-09-25,289000,2020-09-28,,반납,4,폐품,내구연한 경과
2020-08-23,2020-09-19,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201909979,2019-08-14,444000,2019-08-21,,반납,5,폐품,내구연한 경과
2020-08-11,,hyl0610,황팀장,반려,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201909981,2019-08-14,444000,2019-08-21,,반납,5,폐품,내구연한 경과
2017-10-11,2017-10-30,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201710016,2017-08-02,5853000,2017-08-10,시설팀(ERICA),운용,5,폐품,직권 불용(파손/노후)
2020-07-29,2020-08-22,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202010029,2020-03-24,15036000,2020-04-01,,반납,10,정비필요품,수리비용과다
2021-03-27,2021-04-12,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202010041,2020-03-24,15036000,2020-04-01,,반납,10,폐품,내구연한 경과
2024-10-22,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202010044,2020-03-24,15036000,2020-04-01,,반납,10,폐품,내구연한 경과
2020-10-20,2020-11-13,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202010045,2020-03-24,15036000,2020-04-01,,반납,10,폐품,내구연한 경과
2020-08-13,2020-08-27,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202010057,2020-03-24,15036000,2020-04-01,,반납,10,중고품,구형화
2026-01-17,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202010062,2020-03-24,15036000,2020-04-01,,반납,10,폐품,내구연한 경과
2020-07-03,2020-07-31,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202010064,2020-03-24,15036000,2020-04-01,,반납,10,폐품,내구연한 경과
2026-01-24,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201610066,2016-07-13,6537000,2016-07-19,,반납,6,정비필요품,수리비용과다
2017-03-06,2017-03-28,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201610069,2016-07-13,6537000,2016-07-19,,반납,6,중고품,활용부서부재
2016-10-01,2016-10-29,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201610071,2016-07-13,6537000,2016-07-19,공학대학RC행정팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2026-01-04,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201610072,2016-07-13,6537000,2016-07-19,공학대학RC행정팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2018-11-15,,hyl0610,황팀장,반려,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201810073,2018-02-19,2218000,2018-02-22,,반납,5,중고품,구형화
2018-10-06,,hyl0610,황팀장,반려,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201810075,2018-02-19,2218000,2018-02-22,,반납,5,폐품,내구연한 경과
2019-02-27,2019-03-23,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201810077,2018-02-19,2218000,2018-02-22,,반납,5,폐품,내구연한 경과
2017-02-05,2017-03-02,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201610110,2016-03-15,7560000,2016-03-28,,반납,6,중고품,활용부서부재
2019-03-23,2019-04-16,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201810131,2018-11-16,16591000,2018-11-20,,반납,6,정비필요품,수리비용과다
2023-03-09,2023-03-29,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202210156,2022-12-01,12714000,2022-12-07,,반납,6,정비필요품,수리비용과다
2016-03-09,2016-04-04,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201510162,2015-11-30,424000,2015-12-14,학생지원팀(ERICA),운용,5,폐품,직권 불용(파손/노후)
2018-07-26,2018-08-15,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201710198,2017-07-24,3469000,2017-08-07,,반납,5,정비필요품,수리비용과다
2025-10-02,,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202010206,2020-02-10,6346000,2020-02-13,,반납,8,중고품,활용부서부재
2021-01-22,2021-02-12,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202010209,2020-02-10,6346000,2020-02-13,,반납,8,폐품,내구연한 경과
2020-07-06,,hyl0610,황팀장,반려,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202010210,2020-02-10,6346000,2020-02-13,,반납,8,폐품,내구연한 경과
2023-08-08,2023-09-04,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202210216,2022-09-16,2848000,2022-09-25,,반납,10,폐품,내구연한 경과
2020-04-09,2020-05-02,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201910264,2019-12-09,5553000,2019-12-19,,반납,5,중고품,활용부서부재
2025-09-09,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202310290,2023-01-21,3382000,2023-02-04,,반납,10,정비필요품,수리비용과다
2019-09-04,2019-10-01,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201910303,2019-06-16,7560000,2019-06-30,,반납,10,폐품,내구연한 경과
2019-12-16,2020-01-10,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201910323,2019-06-16,7560000,2019-06-30,,반납,10,정비필요품,수리비용과다
2020-07-07,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201910328,2019-06-16,7560000,2019-06-30,,반납,10,폐품,내구연한 경과
2020-01-17,2020-02-01,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201910353,2019-07-11,10242000,2019-07-15,,반납,10,정비필요품,수리비용과다
2025-12-26,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201910354,2019-07-11,10242000,2019-07-15,,반납,10,폐품,내구연한 경과
2020-05-29,2020-06-28,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201910356,2019-07-11,10242000,2019-07-15,,반납,10,정비필요품,수리비용과다
2023-07-19,,hyl0610,황팀장,반려,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202210382,2022-08-15,481000,2022-08-18,,반납,5,폐품,내구연한 경과
2016-05-19,2016-06-09,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201610414,2016-03-09,11913000,2016-03-16,시설팀(ERICA),운용,7,폐품,직권 불용(파손/노후)
2016-04-09,2016-04-26,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201510420,2015-10-08,562000,2015-10-19,,반납,5,정비필요품,수리비용과다
2018-08-02,2018-08-23,hyl0610,황팀장,확정,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201810433,2018-05-11,4788000,2018-05-18,,반납,8,폐품,내구연한 경과
2024-12-09,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201910441,2019-03-28,11973000,2019-04-05,,반납,10,폐품,내구연한 경과
2020-02-16,2020-03-05,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201910471,2019-03-28,11973000,2019-04-05,,반납,10,폐품,내구연한 경과
2017-06-25,2017-07-25,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610483,2016-06-30,14917000,2016-07-12,,반납,10,폐품,내구연한 경과
2025-12-19,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610484,2016-06-30,14917000,2016-07-12,소프트웨어융합대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2016-11-26,2016-12-20,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610489,2016-06-30,14917000,2016-07-12,,반납,10,폐품,내구연한 경과
2017-07-16,2017-08-12,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610490,2016-06-30,14917000,2016-07-12,,반납,10,정비필요품,수리비용과다
2017-08-14,2017-08-29,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610496,2016-06-30,14917000,2016-07-12,,반납,10,폐품,내구연한 경과
2017-05-07,2017-05-30,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610497,2016-06-30,14917000,2016-07-12,,반납,10,정비필요품,수리비용과다
2016-10-21,2016-11-19,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610500,2016-06-30,14917000,2016-07-12,소프트웨어융합대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2016-10-11,2016-11-03,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610502,2016-06-30,14917000,2016-07-12,,반납,10,폐품,내구연한 경과
2024-10-19,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610504,2016-06-30,14917000,2016-07-12,,반납,10,폐품,내구연한 경과
2016-10-12,2016-10-30,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201610507,2016-06-30,14917000,2016-07-12,소프트웨어융합대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2025-04-07,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201510527,2015-07-17,8925000,2015-07-21,,반납,5,정비필요품,수리비용과다
2025-10-06,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201510530,2015-07-17,8925000,2015-07-21,,반납,5,폐품,내구연한 경과
2019-05-08,2019-06-06,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201910556,2019-02-05,1556000,2019-02-14,,반납,5,폐품,내구연한 경과
2025-05-14,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201710559,2017-09-03,2411000,2017-09-15,경상대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2023-06-02,2023-06-16,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202210572,2022-12-30,6277000,2023-01-08,,반납,10,정비필요품,수리비용과다
2025-11-25,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202110585,2021-06-17,17101000,2021-06-20,,반납,10,폐품,내구연한 경과
2022-03-25,2022-04-15,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202110604,2021-06-17,17101000,2021-06-20,,반납,10,중고품,활용부서부재
2018-06-04,2018-06-27,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201710631,2017-12-16,1339000,2017-12-20,,반납,5,폐품,내구연한 경과
2017-04-17,2017-05-11,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201610664,2016-04-21,267000,2016-04-26,,반납,5,중고품,구형화
2016-06-30,2016-07-21,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201610665,2016-04-21,267000,2016-04-26,학생지원팀(ERICA),운용,5,폐품,직권 불용(파손/노후)
2020-08-06,2020-08-21,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201910667,2019-10-27,268000,2019-11-01,,반납,4,폐품,내구연한 경과
2017-08-07,,hyl0610,황팀장,반려,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201710683,2017-04-24,2796000,2017-05-01,글로벌문화통상대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2018-02-10,2018-02-24,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201710688,2017-04-24,2796000,2017-05-01,,반납,10,정비필요품,수리비용과다
2019-12-30,2020-01-15,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201910698,2019-07-02,10137000,2019-07-07,,반납,6,폐품,내구연한 경과
2020-04-19,2020-05-08,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201910699,2019-07-02,10137000,2019-07-07,,반납,6,중고품,구형화
2018-11-25,2018-12-22,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201810701,2018-02-23,9514000,2018-03-07,,반납,6,정비필요품,수리비용과다
2018-07-11,2018-08-04,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201810702,2018-02-23,9514000,2018-03-07,,반납,6,폐품,내구연한 경과
2025-07-05,,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M202210705,2022-10-18,2063000,2022-10-30,,반납,6,폐품,내구연한 경과
2024-11-24,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201510723,2015-04-05,2443000,2015-04-16,,반납,10,폐품,내구연한 경과
2019-03-30,2019-04-22,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201810742,2018-12-25,2102000,2019-01-03,,반납,5,폐품,내구연한 경과
2020-08-18,2020-09-16,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202010744,2020-03-20,7288000,2020-04-01,,반납,10,폐품,내구연한 경과
2015-08-07,2015-09-05,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201510754,2015-06-03,276000,2015-06-14,시설팀(ERICA),운용,4,폐품,직권 불용(파손/노후)
2025-09-20,,hyl0610,황팀장,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201510755,2015-06-03,276000,2015-06-14,,반납,4,정비필요품,수리비용과다
2018-08-11,2018-08-26,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201810832,2018-02-19,2022000,2018-03-04,,반납,10,폐품,내구연한 경과
2020-12-10,2020-12-28,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202010855,2020-03-20,29522000,2020-03-31,,반납,7,폐품,내구연한 경과
2020-06-16,2020-07-03,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202010859,2020-03-20,29522000,2020-03-31,,반납,7,폐품,내구연한 경과
2025-12-12,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201910871,2019-11-14,7415000,2019-11-19,,반납,10,폐품,내구연한 경과
2020-09-06,2020-10-02,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201910876,2019-11-14,7415000,2019-11-19,,반납,10,폐품,내구연한 경과
2023-02-16,2023-03-17,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202210907,2022-02-10,1940000,2022-02-16,,반납,10,폐품,내구연한 경과
2023-01-30,2023-02-24,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202210940,2022-04-18,9710000,2022-04-27,,반납,10,중고품,활용부서부재
2022-07-08,2022-08-03,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202210955,2022-04-18,9710000,2022-04-27,,반납,10,정비필요품,수리비용과다
2023-04-04,2023-04-27,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202210982,2022-04-18,9710000,2022-04-27,,반납,10,폐품,내구연한 경과
2019-12-18,2020-01-04,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201911011,2019-09-25,466000,2019-10-09,,반납,5,정비필요품,수리비용과다
2016-01-20,2016-02-04,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201511025,2015-10-11,5352000,2015-10-17,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2016-02-26,2016-03-19,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201511028,2015-10-11,5352000,2015-10-17,,반납,6,폐품,내구연한 경과
2025-12-17,,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M201511031,2015-10-11,5352000,2015-10-17,,반납,6,폐품,내구연한 경과
2025-02-19,,hyl0610,황팀장,대기,4322261025578661,"허브, Belkin, (US)INC002, 7port",M202011080,2020-06-14,169000,2020-06-22,,반납,5,폐품,내구연한 경과
2017-08-09,2017-08-29,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201611083,2016-07-20,8844000,2016-07-31,,반납,5,폐품,내구연한 경과
2025-09-21,,hyl0610,황팀장,대기,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201611086,2016-07-20,8844000,2016-07-31,,반납,5,폐품,내구연한 경과
2023-11-29,2023-12-21,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202211124,2022-12-24,11596000,2023-01-01,,반납,10,중고품,구형화
2023-03-16,2023-04-07,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202211134,2022-12-24,11596000,2023-01-01,,반납,10,정비필요품,수리비용과다
2015-09-19,2015-10-14,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201511166,2015-05-21,527000,2015-05-24,공학대학RC행정팀(ERICA),운용,5,폐품,직권 불용(파손/노후)
2019-12-01,2019-12-28,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201911182,2019-09-06,2098000,2019-09-18,,반납,6,정비필요품,수리비용과다
2024-11-19,,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201911183,2019-09-06,2098000,2019-09-18,,반납,6,중고품,활용부서부재
2017-06-17,2017-07-13,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201711214,2017-02-26,1914000,2017-03-06,,반납,10,폐품,내구연한 경과
2020-11-17,2020-12-08,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202011222,2020-01-07,3724000,2020-01-11,,반납,5,폐품,내구연한 경과
2018-02-24,2018-03-11,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201711240,2017-11-07,253000,2017-11-15,,반납,5,폐품,내구연한 경과
2026-01-01,,hyl0610,황팀장,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201911243,2019-11-27,1831000,2019-12-02,,반납,5,정비필요품,수리비용과다
2025-10-19,,hyl0610,황팀장,대기,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201911244,2019-11-27,1831000,2019-12-02,,반납,5,폐품,내구연한 경과
2021-09-09,2021-09-28,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202011294,2020-07-28,291000,2020-08-08,,반납,4,폐품,내구연한 경과
