물품고유번호,G2B목록명,물품분류명,내용연수,취득금액,운용부서코드,취득일자,반납일자,불용일자,상태변화,불용사유,물품상태,처분방식,운용부서명,캠퍼스,운용연차,학습데이터여부,잔여내용연수,부서가혹도,누적사용부하,고장임박도,가격민감도,장비중요도,리드타임등급,실제잔여수명,예측잔여수명,(월별)고장예상수량,안전재고,필요수량,AI예측고장일,안전버퍼,권장발주일,예측실행일자,데이터세트구분,운용월수,취득월
M201503356,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503357,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503358,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503359,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503360,책상,책상,9,218904000,C354,2015-06-21,,2021-09-27,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,6.52,Y,2.48,1.3,8.48,0.52,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,79,6
M201503361,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503362,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503363,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503364,책상,책상,9,218904000,C354,2015-06-21,2015-11-14,,잉여물품,,,,,ERICA,0.43,N,8.57,1.0,0.43,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,5,6
M201503365,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503366,책상,책상,9,218904000,C354,2015-06-21,2016-03-29,,잉여물품,,,,,ERICA,0.79,N,8.21,1.0,0.79,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,9,6
M201503367,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503368,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503369,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503370,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503371,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503372,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503373,책상,책상,9,218904000,C354,2015-06-21,,2025-03-25,,노후화(성능저하),,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503374,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503375,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503376,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503377,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503378,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503379,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503380,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503381,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503382,책상,책상,9,218904000,C354,2015-06-21,,2025-08-06,,고장/파손,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503383,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503384,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503385,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503386,책상,책상,9,218904000,C354,2015-06-21,,2025-07-31,,노후화(성능저하),불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.37,Y,-1.37,1.3,13.48,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,126,6
M201503387,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503388,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503389,책상,책상,9,218904000,C354,2015-06-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,10.64,N,-1.64,1.3,13.83,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,129,6
M201503390,책상,책상,9,218904000,C354,2015-06-21,2015-10-16,2025-03-29,사업종료,구형화,,,,ERICA,0.34,N,8.66,1.0,0.34,0.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,4,6
M201503391,책상,책상,9,218904000,C354,2015-06-21,,2024-08-16,,수리비용과다,불용품,폐기,소프트웨어융합대학RC행정팀(ERICA),ERICA,9.37,Y,-0.37,1.3,12.18,1.0,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,114,6
M202503392,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503393,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503394,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503395,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503396,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503397,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503398,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503399,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503400,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503401,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503402,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503403,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503404,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503405,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503406,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503407,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M202503408,책상,책상,9,106284000,C354,2025-01-19,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,1.05,N,7.95,1.3,1.37,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,12,1
M201803409,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803410,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803411,책상,책상,9,134184000,C354,2018-07-21,2019-06-18,,잉여물품,,,,,ERICA,0.94,N,8.06,1.0,0.94,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,11,7
M201803412,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803413,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803414,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803415,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803416,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803417,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803418,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803419,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803420,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803421,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803422,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803423,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803424,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803425,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803426,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803427,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803428,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803429,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803430,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803431,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201803432,책상,책상,9,134184000,C354,2018-07-21,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.56,N,1.44,1.3,9.83,0.71,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,91,7
M201603433,책상,책상,9,17367000,C354,2016-09-02,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,9.44,N,-0.44,1.3,12.27,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,114,9
M201603434,책상,책상,9,17367000,C354,2016-09-02,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,9.44,N,-0.44,1.3,12.27,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,114,9
M201603435,책상,책상,9,17367000,C354,2016-09-02,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,9.44,N,-0.44,1.3,12.27,1.0,0.9,0.78,1,,,0,0,0,,0.0,,2026-02-08,Prediction,114,9
M201703436,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703437,책상,책상,9,102201000,C354,2017-05-06,2018-01-02,,잉여물품,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703438,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703439,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703440,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703441,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703442,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703443,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703444,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703445,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703446,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703447,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703448,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703449,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703450,책상,책상,9,102201000,C354,2017-05-06,2017-12-09,2017-12-31,사업종료,활용부서부재,중고품,폐기,,ERICA,0.89,Y,8.11,1.0,0.89,0.01,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Train,10,5
M201703451,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703452,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703453,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201703454,책상,책상,9,102201000,C354,2017-05-06,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.77,N,0.23,1.3,11.4,0.95,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,106,5
M201803455,책상,책상,9,33310000,C354,2018-05-08,2018-12-18,2019-01-03,잉여물품,구형화,신품,매각,,ERICA,0.71,N,8.29,1.0,0.71,0.01,0.94,0.96,2,,,0,0,0,,0.0,,2026-02-08,Prediction,8,5
M201803456,책상,책상,9,33310000,C354,2018-05-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.76,N,1.24,1.3,10.09,0.74,0.94,0.96,2,,,0,0,0,,0.0,,2026-02-08,Prediction,94,5
M201803457,책상,책상,9,33310000,C354,2018-05-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.76,N,1.24,1.3,10.09,0.74,0.94,0.96,2,,,0,0,0,,0.0,,2026-02-08,Prediction,94,5
M201803458,책상,책상,9,33310000,C354,2018-05-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.76,N,1.24,1.3,10.09,0.74,0.94,0.96,2,,,0,0,0,,0.0,,2026-02-08,Prediction,94,5
M201803459,책상,책상,9,33310000,C354,2018-05-08,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,7.76,N,1.24,1.3,10.09,0.74,0.94,0.96,2,,,0,0,0,,0.0,,2026-02-08,Prediction,94,5
M201703460,책상,책상,9,180432000,C354,2017-08-14,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.49,N,0.51,1.3,11.04,0.89,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,103,8
M201703461,책상,책상,9,180432000,C354,2017-08-14,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.49,N,0.51,1.3,11.04,0.89,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,103,8
M201703462,책상,책상,9,180432000,C354,2017-08-14,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.49,N,0.51,1.3,11.04,0.89,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,103,8
M201703463,책상,책상,9,180432000,C354,2017-08-14,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.49,N,0.51,1.3,11.04,0.89,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,103,8
M201703464,책상,책상,9,180432000,C354,2017-08-14,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.49,N,0.51,1.3,11.04,0.89,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,103,8
M201703465,책상,책상,9,180432000,C354,2017-08-14,,,,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.49,N,0.51,1.3,11.04,0.89,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,103,8
M201703466,책상,책상,9,180432000,C354,2017-08-14,2017-10-10,,공용전환,,,,소프트웨어융합대학RC행정팀(ERICA),ERICA,8.49,N,0.51,1.3,11.04,0.89,1.0,1.0,2,,,0,0,0,,0.0,,2026-02-08,Prediction,103,8
